"Gene","AIS_vs_Normal","MIA_vs_Normal","LUAD_vs_Normal","MIA_vs_AIS","LUAD_vs_AIS","LUAD_vs_MIA","Pattern"
"CEACAM6",1.34081259610433,1.57578206616911,2.27924222070227,0.23496947006478,0.938429624597928,0.703460154533153,"p3"
"MYBPC2",1.67488308539536,1.72819354571604,2.2387650963276,0.0533104603206725,0.563882010932237,0.510571550611567,"p3"
"TFAP2C",1.2896354041572,0.980251195999928,1.72747700548729,-0.309384208157269,0.437841601330094,0.74722580948736,"p3"
"SLC15A1",1.98053473602742,1.94839742123548,2.7718710186389,-0.032137314791939,0.791336282611482,0.823473597403422,"p3"
"TESC",1.19684793086025,1.41334218922679,1.73293364926311,0.216494258366543,0.536085718402854,0.319591460036322,"p3"
"SIRPG",1.03134810087864,1.10029009787945,1.29695078531183,0.0689419970008107,0.265602684433187,0.196660687432372,"p3"
"ICAM1",1.24076755713123,0.588527897988571,0.339367089804892,-0.652239659142659,-0.901400467326339,-0.249160808183681,"p3"
"SEL1L3",1.07619249424069,1.03190719191099,1.10638655130603,-0.0442853023296959,0.0301940570653288,0.0744793593950227,"p3"
"BLNK",1.07389132807939,1.04651988884846,1.0093595493026,-0.0273714392309312,-0.0645317787767955,-0.0371603395458649,"p3"
"GGT5",1.46668520720023,1.62442679821858,0.930360781965032,0.157741591018359,-0.536324425235195,-0.694066016253549,"p3"
"GGT1",1.00476285044152,0.620808732471865,-0.0167073165500784,-0.383954117969654,-1.0214701669916,-0.637516049021942,"p3"
"PRODH",1.8456686919718,1.312240275685,0.997009127914909,-0.533428416286805,-0.848659564056892,-0.315231147770087,"p3"
"GCAT",1.14611191310503,1.01269853173754,1.19697701646855,-0.133413381367485,0.0508651033635162,0.184278484731007,"p3"
"XBP1",1.16463412705265,0.624651684661939,0.91743976468024,-0.539982442390709,-0.247194362372407,0.292788080018302,"p3"
"MIOX",2.18483067811858,2.28214281768415,3.22193382168578,0.0973121395655742,1.0371031435672,0.939791004001625,"p3"
"BIK",1.12385105068016,1.22437404162113,2.0168504372357,0.100522990940974,0.892999386555546,0.792476395614572,"p3"
"CACNA1I",1.14722626674271,1.26829953365587,1.62879106564981,0.121073266913173,0.481564798907099,0.360491531993929,"p3"
"SIX4",1.76516079491486,1.73110647479543,2.63009415780849,-0.0340543201194263,0.864933362893631,0.898987683013061,"p3"
"PABPC1L",1.24669054723856,1.28704835306385,1.63628610214286,0.0403578058252908,0.389595554904305,0.34923774907901,"p3"
"SALL4",3.22018657348944,2.98982693659063,3.39342967914586,-0.230359636898811,0.173243105656414,0.403602742555224,"p3"
"FERMT1",1.15305594865958,1.16561212052667,1.60407816185709,0.012556171867095,0.451022213197515,0.438466041330415,"p3"
"WFDC2",2.63036832620092,2.43817223093347,2.91024906074359,-0.192196095267457,0.279880734542667,0.472076829810126,"p3"
"PCSK1N",2.20301859195141,2.62601081880753,2.75938983286101,0.422992226856125,0.55637124090961,0.133379014053489,"p3"
"CCL22",2.0343780161245,1.8271866850547,1.84604102521743,-0.207191331069796,-0.18833699090707,0.0188543401627207,"p3"
"CCL17",1.99660368329294,2.40653467447842,1.56729118972942,0.409930991185479,-0.429312493563521,-0.839243484749004,"p3"
"MMP15",1.08726423272071,1.20948352780763,1.49910511546438,0.122219295086927,0.411840882743676,0.289621587656747,"p3"
"FA2H",1.85067126921087,1.17114564948705,1.72429357687753,-0.679525619723822,-0.126377692333334,0.553147927390483,"p3"
"SLC7A5",1.07998827097373,0.686707031114919,1.34311425510056,-0.393281239858806,0.263125984126831,0.656407223985639,"p3"
"CRYM",3.47927076359131,3.03190740168327,3.00733477392729,-0.44736336190804,-0.471935989664027,-0.024572627755988,"p3"
"TOX3",2.60275406844256,2.63848975135418,3.32791335605146,0.0357356829116197,0.725159287608895,0.689423604697274,"p3"
"TMC5",1.37786783273139,1.31335662707442,1.5733259656212,-0.0645112056569765,0.195458132889806,0.259969338546785,"p3"
"CTSH",1.5723180407957,1.21207251433882,0.603340048579664,-0.360245526456879,-0.968977992216032,-0.608732465759155,"p3"
"HOMER2",1.08689820336303,1.05401087548655,0.710784057866434,-0.0328873278764865,-0.376114145496595,-0.34322681762011,"p3"
"LAPTM4B",1.30545856623549,1.02610373977425,1.86597946225583,-0.27935482646125,0.560520896020339,0.839875722481591,"p3"
"IL7",1.05771484256171,0.651339588740113,0.730021213115207,-0.406375253821602,-0.327693629446509,0.0786816243750986,"p3"
"STMN2",1.64228719011939,2.5491375325216,1.73313576701432,0.906850342402209,0.0908485768949279,-0.816001765507281,"p3"
"CD79A",1.5179548520474,1.2714109319298,1.60755575628484,-0.246543920117597,0.0896009042374386,0.336144824355035,"p3"
"TMEM59L",2.94448488286167,3.50819483435424,3.11671401456336,0.56370995149256,0.172229131701691,-0.391480819790871,"p3"
"LSR",1.06612914140997,1.0937473153188,1.15018633473936,0.0276181739088395,0.0840571933293886,0.0564390194205537,"p3"
"HPN",1.94797798259047,1.26662072320827,1.04226707270286,-0.681357259382197,-0.905710909887604,-0.224353650505407,"p3"
"PON3",1.90735201769336,1.96016834600398,1.71830100336793,0.0528163283106148,-0.189051014325429,-0.241867342636049,"p3"
"ATP6V0A4",1.6400813993488,2.09515130035726,2.71982734967812,0.455069901008471,1.07974595032933,0.62467604932086,"p3"
"AGR2",1.94893978429615,1.967717519635,2.77182248873736,0.0187777353388442,0.822882704441201,0.804104969102358,"p3"
"MEGF9",1.13045710738057,0.518499306371935,0.049304147212674,-0.611957801008633,-1.08115296016789,-0.46919515915926,"p3"
"CYP2C18",2.21686355715853,1.7442535596576,1.05790262752804,-0.472609997500927,-1.15896092963049,-0.686350932129559,"p3"
"WNT3",1.03468362145479,1.00661255451595,1.45969985977629,-0.028071066938842,0.425016238321503,0.453087305260347,"p3"
"LGALS3BP",1.05921332240323,0.759359349109574,1.00880520582189,-0.299853973293652,-0.0504081165813385,0.249445856712309,"p3"
"DLX4",1.10735807702276,1.38789043536108,1.31052893771425,0.28053235833831,0.203170860691493,-0.0773614976468228,"p3"
"ABCC3",2.26185180981472,2.75989593706327,3.12301357895776,0.498044127248559,0.86116176914305,0.363117641894489,"p3"
"FAM20A",1.29083727546781,0.834429383131149,0.475144363870668,-0.456407892336661,-0.815692911597142,-0.359285019260482,"p3"
"TMEM97",1.05443095814296,0.97534664506156,0.909117502198856,-0.0790843130813969,-0.145313455944098,-0.0662291428627017,"p3"
"TRIM2",1.31663476247375,1.47448100871369,1.63773062981365,0.157846246239927,0.321095867339893,0.163249621099959,"p3"
"FOLR1",1.16010565665515,0.949565800578854,0.296374004989362,-0.210539856076305,-0.8637316516658,-0.653191795589496,"p3"
"POU2AF1",1.62307191151427,1.28275123601001,1.63491631356947,-0.340320675504255,0.011844402055195,0.352165077559444,"p3"
"TRPV4",1.46732779521623,1.45785134868451,1.40015071660111,-0.00947644653172821,-0.0671770786151263,-0.0577006320833977,"p3"
"SLC26A8",1.09835324839684,1.30883252230586,1.24863088088555,0.210479273909025,0.150277632488717,-0.0602016414203063,"p3"
"PTP4A1",1.7111258063895,1.13366621107258,0.820573811513761,-0.577459595316918,-0.890551994875732,-0.313092399558816,"p3"
"GPLD1",1.01731915259226,0.93364253479501,0.404668907568634,-0.0836766177972485,-0.612650245023623,-0.528973627226375,"p3"
"SLC16A10",1.67258508977691,1.27625244276364,0.835570113068924,-0.396332647013273,-0.837014976707987,-0.440682329694713,"p3"
"CCR6",1.83668403561825,1.75295360117048,1.35952026321555,-0.0837304344477787,-0.477163772402695,-0.393433337954917,"p3"
"ENPP5",1.26296826919889,1.10636686417702,1.28956196208604,-0.156601405021866,0.0265936928871527,0.18319509790902,"p3"
"IL12B",1.71746223034967,1.67609269470695,1.61070978365025,-0.041369535642722,-0.106752446699416,-0.0653829110566933,"p3"
"HGD",1.86994016085428,1.72665129963255,2.48712319454476,-0.143288861221733,0.617183033690474,0.760471894912209,"p3"
"CEP70",1.10974434260651,0.732290140472914,0.704654426105974,-0.377454202133591,-0.405089916500535,-0.0276357143669426,"p3"
"LRRC31",2.11934620596372,3.01813963597984,2.97495475818002,0.898793430016115,0.855608552216294,-0.0431848777998235,"p3"
"C3orf52",1.46209286961955,1.02852392715695,0.570167956779466,-0.433568942462606,-0.891924912840085,-0.458355970377481,"p3"
"PODXL2",1.72312553636948,1.96236686201214,2.85599009276413,0.239241325642661,1.13286455639464,0.893623230751989,"p3"
"CISH",1.21920886901794,0.79710408334319,0.251874432960759,-0.422104785674748,-0.967334436057178,-0.545229650382428,"p3"
"STEAP3",1.7239841069832,1.68300797321536,1.73744646539918,-0.0409761337678426,0.0134623584159785,0.0544384921838133,"p3"
"TFCP2L1",1.36454592527178,1.07244248254658,0.881609818002351,-0.292103442725207,-0.48293610726943,-0.190832664544224,"p3"
