"Gene","AIS_vs_Normal","MIA_vs_Normal","LUAD_vs_Normal","MIA_vs_AIS","LUAD_vs_AIS","LUAD_vs_MIA","Pattern"
"TMEM92",1.27876359029215,1.47089280587831,1.89611010183496,0.192129215586162,0.617346511542817,0.425217295956647,"p3"
"TMC4",1.05284976302471,0.998257522519103,1.12382741338197,-0.0545922405056107,0.0709776503572579,0.125569890862869,"p3"
"GGT6",1.28823762503924,1.229687183792,0.972804216191998,-0.058550441247239,-0.315433408847245,-0.256882967600005,"p3"
"ENTPD3",1.49203671540093,1.27821459508735,1.43892575212707,-0.213822120313582,-0.053110963273863,0.160711157039714,"p3"
"PNOC",1.26504007658918,1.04257514817683,1.36151121972616,-0.222464928412344,0.0964711431369852,0.318936071549329,"p3"
"FAM83B",1.16992500144233,2.05331847277812,2.97853018457917,0.883393471335794,1.80860518313684,0.925211711801042,"p3"
"SERINC2",1.2892400309175,1.56575717885996,2.37361008807047,0.276517147942461,1.08437005715297,0.807852909210511,"p3"
"GDNF",1.4801155771927,1.64896340891126,2.39488121924275,0.168847831718566,0.914765642050051,0.745917810331491,"p3"
"SFTPB",1.15527356330908,0.87646674247424,-0.0478046856493639,-0.278806820834839,-1.20307824895844,-0.924271428123604,"p3"
"PARM1",1.39344532328182,0.999569506881783,0.799033716762841,-0.393875816400036,-0.594411606518976,-0.200535790118939,"p3"
"STK32A",2.29984808530228,2.06449441250831,2.413918952948,-0.235353672793963,0.114070867645721,0.349424540439687,"p3"
"GJB1",2.49671836888255,2.58487980346164,3.01483626500142,0.0881614345790819,0.518117896118875,0.429956461539782,"p3"
"CST2",1.95335260018337,2.42579020634861,2.82932071752409,0.472437606165241,0.875968117340724,0.403530511175477,"p3"
"GPRC5C",1.13665631061491,1.02872805870866,0.882501515809242,-0.107928251906247,-0.254154794805668,-0.146226542899421,"p3"
"METTL7B",2.95486434399388,2.9547172697845,3.21500784770653,-0.00014707420938821,0.260143503712646,0.260290577922035,"p3"
"MZB1",1.03191630531463,0.635153303094174,1.16920288287364,-0.396763002220458,0.137286577559004,0.534049579779465,"p3"
"KISS1",1.08064237659135,1.83063101761829,1.62976863480624,0.74998864102694,0.549126258214885,-0.200862382812054,"p3"
"FOXA3",2.81926081762832,3.07011537027644,3.11123004294714,0.250854552648127,0.291969225318825,0.0411146726707063,"p3"
"PKHD1",2.92078706509187,3.42085334157282,3.14505100587808,0.500066276480955,0.224263940786219,-0.275802335694743,"p3"
"PLAC1",3.1290180835055,2.87019646374656,3.76199594442452,-0.258821619758936,0.632977860919022,0.891799480677955,"p3"
"HS6ST2",3.73233394140177,3.63506300310937,4.37534132472308,-0.097270938292405,0.643007383321312,0.740278321613717,"p3"
"LRRC8E",1.0531150922602,0.921665901749615,1.09178750257439,-0.131449190510581,0.0386724103141913,0.170121600824775,"p3"
"FUT3",1.32571326466758,1.41033030956323,1.98578088256615,0.0846170448956371,0.660067617898563,0.575450573002916,"p3"
"LRG1",1.7196327917764,1.4196480315119,1.41949790064137,-0.299984760264499,-0.300134891135031,-0.000150130870531969,"p3"
"KRT15",1.79495712680493,1.81472233953767,2.3626670850855,0.01976521273274,0.567709958280578,0.547944745547843,"p3"
"KCND3",1.08564967971669,0.552397808230321,0.61325169780137,-0.533251871486375,-0.472397981915325,0.0608538895710473,"p3"
"GLOD5",1.28742916860025,0.658297985161444,0.48188967642375,-0.6291311834388,-0.80553949217649,-0.176408308737692,"p3"
"KSR2",1.24537303209525,1.19480122083995,1.51349028331417,-0.0505718112553042,0.268117251218906,0.318689062474214,"p3"
"FRMD5",1.48950247252512,1.30228258225493,2.26949409121016,-0.187219890270196,0.779991618685031,0.967211508955227,"p3"
"CCL19",2.23263947501394,1.90277873946235,1.95385311026636,-0.32986073555159,-0.27878636474758,0.0510743708040102,"p3"
"TMEM217",1.14495997054643,0.665676372274266,0.752548773410505,-0.47928359827216,-0.392411197135922,0.0868724011362386,"p3"
"OVOL1",1.04146120241375,1.84064061616069,2.49644112610133,0.799179413746938,1.45497992368759,0.655800509940645,"p3"
"AGR3",1.5217649542086,1.73193000773631,1.55548988537377,0.210165053527714,0.0337249311651614,-0.176440122362543,"p3"
"TNFRSF10C",1.23255289231451,0.889771788813171,0.331357426289711,-0.342781103501338,-0.901195466024797,-0.558414362523456,"p3"
"GPR160",1.3200873008751,1.55840828740037,1.88095658893963,0.238320986525267,0.560869288064541,0.322548301539261,"p3"
"TLR10",1.89090608817421,1.98178320813595,1.92051135826433,0.090877119961748,0.0296052700901239,-0.0612718498716195,"p3"
"GOLT1A",1.48897349218674,1.32293949041481,1.17661117706655,-0.166034001771934,-0.312362315120197,-0.146328313348261,"p3"
"SLC29A2",1.00631340430188,0.78674092170358,0.842944676881019,-0.219572482598304,-0.163368727420866,0.056203755177443,"p3"
"SEZ6L2",1.44246789726798,1.52926838109042,2.20225586043294,0.0868004838224332,0.759787963164957,0.672987479342519,"p3"
"SCUBE2",1.81098378652595,1.53728914959184,1.61376228130815,-0.273694636934105,-0.197221505217797,0.0764731317163096,"p3"
"C15orf54",1.62410898263983,1.9999680363563,2.95442121784528,0.375859053716476,1.33031223520546,0.954453181488984,"p3"
"SFN",2.27858397603683,2.02693229144268,2.69762406120431,-0.25165168459415,0.419040085167475,0.670691769761627,"p3"
"ETV4",1.82026725857535,2.12945245965572,3.00126222480157,0.309185201080366,1.18099496622622,0.871809765145847,"p3"
"CD19",2.22894052430426,2.17445092865517,2.25396162371851,-0.0544895956490882,0.0250210994142517,0.0795106950633366,"p3"
"DYNAP",3.15842936260452,3.03087931288401,3.56109830445296,-0.127550049720512,0.402668941848442,0.530218991568954,"p3"
"CPNE7",1.16184055301826,1.99500406157701,2.09346471583732,0.833163508558745,0.931624162819062,0.0984606542603171,"p3"
"C5orf46",2.24552689714904,2.46699081181744,2.70119035730077,0.221463914668392,0.455663460151727,0.234199545483327,"p3"
"KLHDC7A",1.65854472065689,1.51701560894658,1.98674390329775,-0.141529111710318,0.328199182640847,0.469728294351175,"p3"
"C12orf42",1.10095349518491,1.02867184671729,1.35118514994196,-0.0722816484676201,0.250231654757051,0.322513303224674,"p3"
"CCR8",1.24305730575003,1.30166631285024,1.9905589339776,0.0586090071002105,0.747501628227575,0.688892621127364,"p3"
"ANKRD18A",1.18982380275074,0.513342382337574,1.18343606406491,-0.676481420413166,-0.00638773868583133,0.670093681727329,"p3"
"PLD5",1.94101331852327,1.86657233299145,2.60693536944716,-0.07444098553182,0.665922050923894,0.740363036455711,"p3"
"ZSCAN4",2.99100057027095,2.70702605567256,3.21411945674166,-0.283974514598391,0.223118886470712,0.507093401069103,"p3"
"BHLHA15",1.33656988816348,0.741221800533241,1.217262540727,-0.595348087630236,-0.119307347436484,0.476040740193758,"p3"
"SSR4",1.07924994791301,0.81838021898764,1.15243624693396,-0.260869728925371,0.0731862990209552,0.334056027946323,"p3"
"C17orf47",1.0142650859005,0.86523530876954,1.11632559077832,-0.149029777130963,0.102060504877819,0.251090282008782,"p3"
"AEN",1.04901955997141,0.73086167399847,0.0740625779111945,-0.318157885972943,-0.974956982060213,-0.656799096087271,"p3"
"TMEM132E",1.16316221701734,1.59372463980176,1.28657048788761,0.430562422784418,0.123408270870275,-0.307154151914151,"p3"
"CCL13",1.27066616828655,0.863155455678588,1.01191871826703,-0.407510712607964,-0.258747450019528,0.148763262588433,"p3"
"TNFSF15",1.42059073056541,1.65137820678045,1.70332224810048,0.23078747621503,0.282731517535062,0.0519440413200344,"p3"
"PHLDA2",1.97146599549266,2.13760183681284,2.48672439694468,0.166135841320182,0.515258401452026,0.349122560131838,"p3"
"RGS7",1.6021072073018,1.09711301128406,2.06042790618303,-0.50499419601775,0.458320698881228,0.963314894898978,"p3"
"CAMK1D",1.27177424612513,1.2865978435134,1.2183314922448,0.0148235973882755,-0.0534427538803298,-0.0682663512686043,"p3"
"PMCH",2.33927533845127,2.24566475772021,2.34891616245633,-0.0936105807310596,0.00964082400506191,0.103251404736118,"p3"
"DGCR6",1.52781847056245,1.20071067359471,1.67356574220144,-0.327107796967736,0.145747271638995,0.472855068606733,"p3"
"CCR4",1.2695024966351,1.43222692988499,0.897376994354582,0.162724433249889,-0.372125502280515,-0.534849935530404,"p3"
"GPR39",1.22703066193624,0.864757252093336,0.959178576419163,-0.362273409842903,-0.267852085517073,0.0944213243258313,"p3"
"FAM3B",1.41834906746291,1.58865195420744,1.70736035869398,0.170302886744528,0.289011291231069,0.118708404486534,"p3"
"TMPRSS2",1.4715948366319,1.286441602638,0.782939711147588,-0.185153233993906,-0.688655125484317,-0.503501891490409,"p3"
"KCNQ3",2.06164486206908,1.9353786031272,2.68225597353491,-0.126266258941875,0.620611111465826,0.746877370407705,"p3"
"CLECL1",1.07142588602303,1.18146430640176,0.769045708195503,0.110038420378728,-0.302380177827521,-0.412418598206253,"p3"
"CLCNKB",1.22344972811949,1.13970598790577,1.22890811878787,-0.0837437402137193,0.00545839066838232,0.0892021308820997,"p3"
"LCN12",1.40256164981504,1.37001475086361,1.33999177211656,-0.0325468989514291,-0.0625698776984864,-0.0300229787470562,"p3"
"SEMA4B",1.3555232868992,1.00967080236812,1.21797219698403,-0.345852484531072,-0.137551089915168,0.208301394615906,"p3"
"MANEAL",1.43578339193147,1.3285607498185,1.83438617054666,-0.107222642112961,0.398602778615203,0.505825420728157,"p3"
"MIXL1",1.06782681382358,1.00172220987491,1.31960952813556,-0.0661046039486665,0.251782714311982,0.317887318260653,"p3"
"TMEM105",1.47381080968961,2.30448396458712,2.76187839728376,0.830673154897505,1.28806758759414,0.457394432696635,"p3"
"MUC1",1.68528690668224,1.53723870185677,1.62708524075156,-0.14804820482547,-0.0582016659306802,0.0898465388947881,"p3"
"DNAH14",1.07963837461361,1.35037653025233,1.93465767010863,0.270738155638732,0.855019295495025,0.5842811398563,"p3"
"PCLO",1.33364962442708,0.800180582380094,0.748459159567871,-0.533469042046983,-0.585190464859206,-0.0517214228122217,"p3"
"CYP27C1",1.34967308537028,2.10330180109939,2.88247842986888,0.753628715729105,1.5328053444986,0.779176628769493,"p3"
"TMPRSS6",1.98341896758324,1.27297352201272,1.68926553879749,-0.710445445570512,-0.294153428785752,0.41629201678476,"p3"
"LUZP2",1.42825119186815,1.88735732938938,0.916444016129578,0.459106137521222,-0.511807175738571,-0.970913313259796,"p3"
"LHFPL3",1.03716454599061,1.15663190076425,0.407174833464888,0.119467354773641,-0.629989712525715,-0.749457067299359,"p3"
"KCNJ11",1.04902587786581,0.6443876670476,0.660972106499112,-0.404638210818218,-0.388053771366702,0.0165844394515159,"p3"
"PLEKHN1",1.10758460484692,1.74720214060587,2.71390844524878,0.639617535758937,1.60632384040186,0.966706304642921,"p3"
"CLEC17A",1.44308234457253,1.82064513843271,1.50127765230586,0.377562793860182,0.0581953077333295,-0.319367486126851,"p3"
"MESP2",2.51578073933969,3.1805678260012,3.81934750655305,0.664787086661512,1.30356676721336,0.638779680551859,"p3"
"NHS",1.44275772460665,1.30641402888478,2.15240033923454,-0.136343695721872,0.709642614627886,0.845986310349762,"p3"
"IL17REL",1.22133710912643,1.16305234824613,1.39049622113879,-0.0582847608802985,0.169159112012352,0.227443872892647,"p3"
"SBK1",1.01567278614697,1.37757655944316,2.33794001857643,0.361903773296198,1.32226723242946,0.960363459133273,"p3"
"ZDHHC9",1.40380826038958,1.25819182021772,1.72641816766689,-0.145616440171871,0.322609907277313,0.468226347449181,"p3"
"CNR2",1.81710409873033,1.81687713498552,1.4628673656766,-0.000226963744803655,-0.354236733053723,-0.35400976930892,"p3"
"C9orf152",1.18701565556272,1.12487976694124,0.807439190530654,-0.0621358886214866,-0.379576465032068,-0.317440576410581,"p3"
"ANKDD1B",1.09922193214247,1.37454226520504,1.08460181893054,0.275320333062572,-0.0146201132119255,-0.289940446274503,"p3"
"CLDN4",1.24287677272928,1.28653206827139,1.83723315992282,0.0436552955421131,0.594356387193549,0.550701091651432,"p3"
"CXCL17",1.7767827309615,1.08135007231785,1.3245403087356,-0.695432658643651,-0.452242422225904,0.243190236417744,"p3"
"COLCA1",1.19635886522945,1.1132760734993,0.286902453655338,-0.0830827917301526,-0.909456411574108,-0.826373619843956,"p3"
"CTSE",2.31025615842055,2.15279564224875,1.7430118564397,-0.157460516171799,-0.567244301980851,-0.409783785809051,"p3"
"ZNF774",1.0659610323529,1.0069434964971,0.912749657769355,-0.0590175358558024,-0.15321137458355,-0.0941938387277479,"p3"
"HCAR1",1.48504697417548,1.8565245592228,1.3780602411514,0.371477585047316,-0.106986733024085,-0.478464318071405,"p3"
"ZNF682",1.24403882376132,1.05147517973291,0.637890544641618,-0.192563644028405,-0.60614827911971,-0.413584635091303,"p3"
"ACSL5",1.03918035262512,0.900926620231224,1.30484060355163,-0.1382537323939,0.265660250926509,0.40391398332041,"p3"
"SERPINA1",1.75747480778388,1.2903905990857,0.811598292317958,-0.467084208698184,-0.945876515465923,-0.47879230676774,"p3"
"ZNF165",1.06167935325345,0.895362354093991,1.10563899134349,-0.166316999159465,0.0439596380900361,0.210276637249503,"p3"
"DPP4",2.02938159989176,1.61998998574472,2.18397861262031,-0.409391614147037,0.154597012728554,0.563988626875585,"p3"
"SULT1C2",2.04973095410543,1.39164103235712,1.58790514057667,-0.658089921748312,-0.461825813528761,0.196264108219559,"p3"
"B3GNT6",4.28429508174122,4.58110771353841,4.74983418008794,0.296812631797188,0.465539098346721,0.168726466549528,"p3"
"ABCA4",4.57829572844654,4.46091927479733,4.22008008011608,-0.117376453649206,-0.358215648330453,-0.240839194681248,"p3"
"FAM169A",1.19805454213545,0.809359252921144,0.766454690239922,-0.388695289214308,-0.431599851895524,-0.0429045626812162,"p3"
"RASGEF1A",1.11778204120634,0.62062921508653,1.14768114783761,-0.497152826119811,0.02989910663127,0.527051932751087,"p3"
"CAPN8",1.88514507087917,2.13071999395625,2.08460100762812,0.245574923077068,0.199455936748944,-0.0461189863281313,"p3"
"C1orf53",1.8777812058435,1.67254287792341,1.98144087987507,-0.20523832792009,0.103659674031577,0.308898001951664,"p3"
"LOR",2.73225130572046,1.85978812025304,2.66725279385622,-0.872463185467417,-0.064998511864235,0.807464673603177,"p3"
"SLC44A4",1.1443994735279,1.41181415142104,1.70943562530519,0.267414677893152,0.565036151777293,0.297621473884149,"p3"
"MALRD1",2.33753868590936,1.66680399904697,0.95642169462471,-0.670734686862387,-1.38111699128465,-0.710382304422261,"p3"
"RANBP17",1.24029304760386,1.09443929702223,0.762401132936354,-0.145853750581639,-0.477891914667506,-0.332038164085867,"p3"
"AARD",1.06990687198167,0.515717501162009,-0.460449235818193,-0.554189370819662,-1.53035610779987,-0.976166736980205,"p3"
"CPT1B",1.23121572003189,1.02892377306938,1.14067319526942,-0.202291946962509,-0.0905425247624667,0.11174942220005,"p3"
"ZNF90",1.43098773063612,1.39928045757375,1.23150031470323,-0.0317072730623772,-0.199487415932886,-0.167780142870509,"p3"
"FBXO16",1.04545169766165,1.16877085067197,1.07383808485033,0.123319153010324,0.0283863871886893,-0.0949327658216382,"p3"
"TMEM213",2.00979602156648,1.73604124946704,1.7657491605325,-0.273754772099441,-0.244046861033982,0.0297079110654578,"p3"
"SYCE3",2.74419091903198,2.27896766258491,2.94039469819574,-0.465223256447063,0.196203779163754,0.661427035610823,"p3"
"XKR9",1.44377835432583,2.3123154327332,2.90376504375145,0.868537078407364,1.45998668942562,0.591449611018252,"p3"
"CKMT1A",1.94467172309477,1.68700093548779,2.17979530947728,-0.257670787606983,0.235123586382503,0.492794373989494,"p3"
"LTA",1.19592232963895,0.678196307793938,0.963233138076402,-0.517726021845011,-0.232689191562547,0.285036830282461,"p3"
"LTB",1.55442328914945,1.23003737391885,1.35960758422608,-0.324385915230592,-0.194815704923369,0.129570210307221,"p3"
"ORM1",1.93312719175358,1.77545550712909,1.46302600360865,-0.157671684624488,-0.470101188144928,-0.312429503520439,"p3"
"HLA-DQB2",1.84044841568098,1.53607621059462,1.85806598582178,-0.304372205086364,0.0176175701408062,0.321989775227165,"p3"
"ANKRD65",1.10715418036298,0.950118595489129,0.912894545156155,-0.157035584873846,-0.194259635206821,-0.0372240503329748,"p3"
"RPEL1",1.09636839447224,1.25925723664208,1.93319443502101,0.162888842169842,0.836826040548769,0.673937198378925,"p3"
"ARHGEF38",1.17898904914396,0.972672348273456,1.20313588404965,-0.206316700870506,0.0241468349056846,0.230463535776189,"p3"
"CTAGE9",1.01205630573231,0.915188763192223,1.78294421194332,-0.0968675425400825,0.770887906211017,0.867755448751092,"p3"
"CKMT1B",1.1600883376612,1.29474132325312,1.39486002021857,0.134652985591913,0.234771682557369,0.100118696965449,"p3"
"TNFRSF13B",1.73145157778769,1.54880319840624,0.903491700070054,-0.182648379381452,-0.827959877717636,-0.645311498336183,"p3"
"HLA-DOB",1.70557338884071,1.32383959441496,1.40584661409275,-0.381733794425752,-0.299726774747954,0.0820070196777915,"p3"
"ARHGAP8",1.18261720593861,1.11796351947531,1.06280124054809,-0.0646536864632999,-0.119815965390518,-0.055162278927217,"p3"
"MTFP1",1.12664095271798,0.858727658762378,1.06121581409706,-0.267913293955599,-0.0654251386209197,0.202488155334684,"p3"
"PCDHAC2",1.21203393300367,0.641907477972074,0.0208337916239695,-0.570126455031601,-1.19120014137971,-0.621073686348108,"p3"
"GSTA1",2.71924431163889,2.14618534971991,1.80714752243659,-0.573058961918982,-0.912096789202301,-0.339037827283319,"p3"
"PCDHAC1",1.11375207192606,0.766200242798209,0.70791354292238,-0.347551829127849,-0.405838529003677,-0.0582866998758284,"p3"
"PRR5-ARHGAP8",1.73393770551674,1.76850942281311,2.00557843733309,0.0345717172963679,0.271640731816353,0.23706901451998,"p3"
"ZNF486",1.55999616402303,1.40596058087063,1.66871764905488,-0.154035583152397,0.108721485031851,0.26275706818425,"p3"
"CLLU1",2.28128611039002,2.22744795876248,2.05889368905358,-0.0538381516275476,-0.222392421336443,-0.168554269708895,"p3"
"CLEC5A",1.95851782374524,1.50606474181852,1.35059005874318,-0.452453081926712,-0.607927765002056,-0.155474683075343,"p3"
"SLC22A31",1.6675760816269,1.49644125454017,1.12887028775702,-0.171134827086728,-0.538705793869876,-0.367570966783148,"p3"
"SMIM22",1.22475748526248,1.57696771130207,2.30860350240848,0.352210226039592,1.08384601714601,0.73163579110641,"p3"
"GUCA1A",-0.800928652898175,0.297373420713632,1.76236839568219,1.0983020736118,2.56329704858037,1.46499497496857,"p4"
"COL11A1",0.29282741388871,2.32715761040621,6.33547707338537,2.0343301965175,6.04264965949666,4.00831946297916,"p4"
"COL17A1",0.512466263101333,1.77227289303841,3.1656384975269,1.25980662993707,2.65317223442556,1.39336560448849,"p4"
"SMC1B",-0.175372832571159,1.14048926161684,2.94829082815819,1.315862094188,3.12366366072934,1.80780156654135,"p4"
"TMPRSS11E",-0.0486646277166057,1.81408121246814,5.16415078172774,1.86274584018475,5.21281540944434,3.3500695692596,"p4"
"EFNA2",-0.61917821605906,1.15546694874861,3.12886405511806,1.77464516480767,3.74804227117712,1.97339710636944,"p4"
"MMP11",-0.347753851406042,1.79651408652674,4.92943455434939,2.14426793793278,5.27718840575542,3.13292046782264,"p4"
"CEACAM5",0.896431878457714,2.74945599560695,4.45054491509164,1.85302411714923,3.55411303663393,1.70108891948469,"p4"
"CCL7",-0.904123669034682,0.48289945407455,2.43072672542293,1.38702312310924,3.3348503944576,1.94782727134837,"p4"
"HAVCR1",-0.477126885870058,1.39362051806534,3.12474691924123,1.8707474039354,3.60187380511129,1.73112640117589,"p4"
"HHLA2",0.250414582637422,1.57270597134615,3.36133226220586,1.32229138870872,3.11091767956843,1.7886262908597,"p4"
"NT5C1A",0.959382810680808,2.32677982431521,3.94312645736216,1.3673970136344,2.98374364668134,1.61634663304695,"p4"
"CSMD2",-0.422501149351804,0.785850929850303,2.19475851393928,1.20835207920211,2.61725966329109,1.40890758408898,"p4"
"HOXC11",0.9472483332248,1.96247480744939,5.08127302009968,1.0152264742246,4.13402468687488,3.11879821265028,"p4"
"POF1B",-0.801430430785396,0.496421103934401,1.59898834366253,1.29785153471979,2.40041877444793,1.10256723972813,"p4"
"RHBG",0.761911951296473,1.78237605385618,3.09685091170399,1.0204641025597,2.33493896040752,1.31447485784781,"p4"
"GCM1",0.858450240550814,2.37031412612257,4.10479592571285,1.51186388557176,3.24634568516204,1.73448179959028,"p4"
"ITGA11",0.095493110055684,1.27484488932064,2.80503167120239,1.17935177926495,2.7095385611467,1.53018678188175,"p4"
"GPR87",0.536264965490309,2.14520312829606,4.14649518686458,1.60893816280575,3.61023022137427,2.00129205856852,"p4"
"CILP",-0.862549176476207,0.213495352181567,2.50155136613606,1.07604452865777,3.36410054261228,2.2880560139545,"p4"
"HORMAD1",-0.384929793871507,1.20277432722716,2.91788975650679,1.58770412109867,3.3028195503783,1.71511542927963,"p4"
"ABCA12",0.704462954478948,2.44339388227326,4.85641037013461,1.73893092779431,4.15194741565566,2.41301648786135,"p4"
"ADAMTS16",-0.0280285132393748,1.14871330841088,2.71874278558676,1.17674182165025,2.74677129882613,1.57002947717588,"p4"
"HOXB13",0.214704161023008,1.40921841872272,3.32722831033936,1.19451425769971,3.11252414931635,1.91800989161664,"p4"
"PGLYRP3",-0.0639630587320774,2.00113196948998,5.34136522956703,2.06509502822206,5.40532828829911,3.34023326007706,"p4"
"ZG16B",-0.494522283105653,0.656396647786761,1.78131832261208,1.15091893089241,2.27584060571773,1.12492167482532,"p4"
"TDRD5",0.324710535558704,1.63154929432312,2.85389473534335,1.30683875876442,2.52918419978465,1.22234544102023,"p4"
"IVL",0.42595115943064,1.70378667013482,4.66831199699973,1.27783551070417,4.24236083756908,2.96452532686492,"p4"
"SYNPR",0.316281531746243,1.36884220622434,2.7545209172191,1.0525606744781,2.43823938547286,1.38567871099476,"p4"
"FNDC1",-0.535149810591774,0.483440851513845,1.96406034427139,1.01859066210562,2.49921015486317,1.48061949275754,"p4"
"CTHRC1",0.374801909023345,1.55786903416233,3.26186064265285,1.18306712513898,2.8870587336295,1.70399160849052,"p4"
"NGB",-0.94110631094641,3.36968122633599,6.31789052821479,4.3107875372824,7.2589968391612,2.9482093018788,"p4"
"KCNC2",0.528378972354876,3.31175503147804,4.47574863731849,2.78337605912317,3.94736966496361,1.16399360584045,"p4"
"PPP1R14D",0.738564773783904,2.23275194859654,4.62050981218207,1.49418717481263,3.88194503839816,2.38775786358553,"p4"
"MMP10",0.589229111022639,1.60109710630617,2.6707200686942,1.01186799528353,2.08149095767156,1.06962296238803,"p4"
"GREM1",-0.481659783429152,1.64505414304534,4.42845274945392,2.12671392647449,4.91011253288307,2.78339860640859,"p4"
"NAT16",-0.197446064206227,1.63609278965504,2.94484781825892,1.83353885386127,3.14229388246514,1.30875502860388,"p4"
"KRT80",0.0146172459206934,1.41481641353159,2.67594815654048,1.40019916761091,2.66133091061979,1.26113174300889,"p4"
"OR2B2",-0.412412029872017,0.60264231585026,2.40904026086308,1.01505434572227,2.8214522907351,1.80639794501282,"p4"
"ZPLD1",0.246377061880236,2.36652809295343,4.72334707956576,2.1201510310732,4.47697001768553,2.35681898661233,"p4"
"OR13H1",0.367524961327843,4.60568469852273,7.06362737431307,4.23815973719489,6.69610241298523,2.45794267579034,"p4"
"LRRC15",0.0325539626588258,1.1825378884672,3.43440262217773,1.14998392580838,3.40184865951891,2.25186473371053,"p4"
"SYT12",0.742307537802369,2.62175933083502,4.94408632952061,1.87945179303264,4.20177879171824,2.3223269986856,"p4"
"SPERT",0.264442600226614,1.8894454611491,3.5717064040189,1.62500286092249,3.30726380379229,1.6822609428698,"p4"
"FOXE1",-0.4632210327888,1.47619754097224,2.71516252762602,1.93941857376104,3.17838356041482,1.23896498665377,"p4"
"CHST6",-0.902661045626278,0.267757100596377,1.86197648083879,1.17041814622266,2.76463752646507,1.59421938024241,"p4"
"KCNQ5",-0.334700665212807,0.681630465997313,1.78466856110734,1.01633113121012,2.11936922632015,1.10303809511002,"p4"
"PLA2G2C",-0.608362933301224,0.719833216518556,2.15556970846525,1.32819614981978,2.76393264176648,1.4357364919467,"p4"
"ALG1L",0.696424240578905,1.77749242506853,3.39889029983845,1.08106818448962,2.70246605925955,1.62139787476992,"p4"
"LHFPL5",0.44032279568976,1.83504031058887,5.75262218937934,1.39471751489912,5.31229939368959,3.91758187879046,"p4"
"CCDC160",-0.575571991684111,0.503839697194162,1.95960199479519,1.07941168887828,2.5351739864793,1.45576229760102,"p4"
"IGFL4",-0.872719335966165,0.699859440299135,2.74605410385943,1.5725787762653,3.61877343982559,2.0461946635603,"p4"
"DIO2",0.0762976415490062,1.20528521597798,2.54240956298411,1.12898757442899,2.46611192143511,1.33712434700612,"p4"
"MCIDAS",0.326090003929172,1.34446853324402,2.54251238683454,1.01837852931484,2.21642238290536,1.19804385359052,"p4"
"EYA2",-0.501645337728366,0.792716037456215,1.41464855858061,1.29436137518458,1.91629389630898,0.62193252112439,"p5"
"GUCY2C",0.0936591072142488,1.65553799482236,1.71665473993,1.56187888760812,1.62299563271575,0.0611167451076358,"p5"
"MYO3B",0.615183799892071,1.71266589160262,2.56872542277879,1.09748209171055,1.95354162288671,0.85605953117617,"p5"
"GLI1",-0.504697541499015,0.566086105426435,-0.252522805402605,1.07078364692545,0.25217473609641,-0.818608910829035,"p5"
"CFHR3",-0.674945804125911,0.695449839030591,1.42053225357923,1.37039564315651,2.09547805770514,0.725082414548632,"p5"
"PLA2G2F",-0.902886988715938,1.23402295549841,2.0487029465975,2.13690994421435,2.95158993531344,0.814679991099098,"p5"
"DNAJC5G",0.710283551513699,1.91288210348553,2.14350358475762,1.20259855197183,1.43322003324392,0.230621481272099,"p5"
"WNK2",-0.432174439317775,0.604434634714385,1.59652972650919,1.03660907403216,2.02870416582696,0.992095091794803,"p5"
"AQP2",0.69687457207423,2.2837426272144,2.40207810078656,1.58686805514016,1.70520352871234,0.118335473572176,"p5"
"LINGO1",-0.540003172720449,0.523894680929544,1.321442665865,1.06389785364999,1.86144583858544,0.79754798493545,"p5"
"SIX2",0.21206953619873,1.39981721722155,2.33056067560578,1.18774768102282,2.11849113940706,0.930743458384228,"p5"
"EDDM3B",-0.253072919939298,0.977104639977502,1.4789902295506,1.2301775599168,1.73206314948989,0.50188558957309,"p5"
"EDDM3A",-0.482125464079989,0.719508397089655,1.26087975208486,1.20163386116964,1.74300521616485,0.5413713549952,"p5"
"DNAH2",-0.674108013225838,0.340751969179018,1.22132633442545,1.01485998240485,1.89543434765129,0.880574365246438,"p5"
"KPNA7",0.843696769121343,1.86941589018987,2.58956306859996,1.02571912106853,1.74586629947862,0.720147178410085,"p5"
"PAX9",-0.58855498738671,0.698858536571899,1.66635699244443,1.28741352395861,2.25491197983114,0.967498455872534,"p5"
"OLIG2",0.770154258816784,1.93841978739775,1.75463792253465,1.16826552858097,0.984483663717856,-0.183781864863111,"p5"
"CLDN9",0.348252436106385,1.35070739139114,2.29340257951918,1.00245495528475,1.9451501434128,0.942695188128042,"p5"
"RAD51AP2",-0.285754482333876,0.901331070266617,1.67862160793541,1.18708555260049,1.96437609026928,0.77729053766879,"p5"
"KRTAP5-7",-0.109212712575396,1.1416917633394,1.3049268623321,1.25090447591479,1.41413957490749,0.163235098992695,"p5"
"YBX2",0.0957458116690074,0.555017282108216,2.49163874133871,0.459271470439205,2.3958929296697,1.9366214592305,"p6"
"DLX6",0.360147417117857,0.935649588589936,2.72409674616871,0.575502171472078,2.36394932905085,1.78844715757877,"p6"
"SCIN",-0.489105765899496,-0.897217682487593,0.326218790614702,-0.408111916588098,0.815324556514201,1.2234364731023,"p6"
"NOX1",0.0814769744207079,0.00678537184723065,2.37459071757461,-0.0746916025734687,2.29311374315391,2.36780534572738,"p6"
"E2F2",0.392055667183936,0.557997521311736,1.77281388487613,0.1659418541278,1.38075821769219,1.21481636356439,"p6"
