Gene_Name	J2C	J2N	J3C	J3N	J5C	J5N	J7C	J7N	J8C	J8N	J9C	J9N	J11S	J11N	J13M	J13N	J14M	J14N	J15M	J15N	J16M	J16N	J17H	J17N	J18M	J18N	J19H	J19S	J19N	J20S	J20N	J21H	J21M	J21N	J22M	J22N	J23M	J23N	J24H	J24N	J25S	J25N	J26M	J26N	J27H1	J27H2	J27S	J27M	J27N	J30H	J30N	J31S	J31N	J32H	J32M	J32N	J33M	J33N	J34M	J34N	J35M	J35N	J36S	J36N	J38H	J38S	J38N	J39M	J39N	J40S	J40M	J40N	J41M	J41N	J42S	J42N	J43S	J43M	J43N	J44M	J44N	J45M	J45N	J46M	J46N
CTAG1B	4.698211862	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	4.321928095	4.488563209	4.786496794	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.460828358	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	4.4813074	4.524375669	4.519729846	4.85723458	4.534890162	4.514697149	4.605553595	4.524983788	5.130369536	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	4.4813074	4.488563209	4.522396576	4.517058178	4.534263969	4.464147013	4.493119669	4.478193717	4.517058178	4.428699145	4.446736733	4.488563209	4.472151196	4.487618034	4.321928095	4.533637504	4.321928095	4.497855638	4.50347368	4.321928095	4.534890162	4.321928095	4.524375669	4.472151196	4.544003972	4.543517978	4.485035738	4.489507766	4.510702012	4.524375669	4.519729846	4.547401353	4.497855638
CTAGE1	4.466083261	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	4.730310004	4.488563209	8.38404518	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.460828358	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	4.4813074	4.524375669	4.519729846	4.85723458	4.534890162	4.514697149	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	4.4813074	4.488563209	4.522396576	4.517058178	4.534263969	4.464147013	4.493119669	4.478193717	4.517058178	4.428699145	4.446736733	4.488563209	4.472151196	4.487618034	6.981877111	4.533637504	6.853061472	4.497855638	4.50347368	6.17993041	4.534890162	6.16835216	4.524375669	4.472151196	4.544003972	4.543517978	4.485035738	4.489507766	4.510702012	4.524375669	4.519729846	4.547401353	4.497855638
CTCFL	4.848193689	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	5.488995411	4.488563209	9.43879111	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.877890288	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	5.996641613	4.524375669	4.519729846	4.85723458	4.534890162	4.820288392	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	4.4813074	5.237426232	4.522396576	4.517058178	4.534263969	4.920196872	4.493119669	4.478193717	4.517058178	4.600985435	4.446736733	4.488563209	4.472151196	4.487618034	6.118612364	4.533637504	6.191449381	4.497855638	4.50347368	6.208009019	4.534890162	5.6851893	4.524375669	4.472151196	4.544003972	4.543517978	4.485035738	4.489507766	4.510702012	4.524375669	4.519729846	4.547401353	4.497855638
CTLA4	7.546276673	6.69538408	7.99443089	7.932519193	7.276825637	7.847375821	7.762242022	7.35043726	8.572291488	7.886560671	8.38404518	7.281995139	7.762242022	8.331964596	7.345743161	6.63344332	8.193293605	7.170669057	8.441470536	6.981877111	8.525755227	7.696967526	8.636588803	6.052578401	7.71918018	5.914667023	6.952796705	8.080224926	5.882427619	7.405203778	6.771901295	6.915523746	7.533193439	6.040561102	8.207822566	7.191408254	8.404042152	7.583809441	7.035818947	6.790004763	8.364948606	6.885217719	7.235358946	6.149299534	6.952796705	6.664288119	7.113328544	6.616232002	6.455531739	7.688755684	7.618294599	7.871410617	7.128846217	7.217900014	7.027848088	7.001531514	7.467496868	6.492017203	7.011534774	6.372673351	7.345743161	7.579484758	6.771901295	5.559500918	7.065457168	8.207822566	7.016556278	7.164903336	7.384528351	6.87528933	7.771898937	7.297177221	7.134166533	6.885217719	7.729680622	6.90088118	7.059689528	7.86244069	6.470705351	8.05815283	7.644309537	7.875444393	6.825148845	9.198731798	6.800468536
CTSG	6.367023614	6.527269402	6.714606964	6.767072252	7.113328544	6.339281634	5.6851893	4.929824806	7.602232692	6.767072252	5.744148278	6.658810781	7.73697284	7.925338964	6.958390451	6.397975068	9.789572264	8.441470536	7.011534774	6.53197921	8.914907939	9.27466241	7.85749898	5.645963732	5.375118061	4.551120464	8.462955493	8.199673513	7.71918018	6.414840242	5.600086352	7.389621097	6.943022682	7.319624815	4.5293599	5.073391816	7.606950654	7.970405864	7.069614075	6.40940508	6.502443511	6.885217719	6.143067318	6.202858456	4.605553595	5.695737028	5.876122234	5.274971562	5.066191724	7.053898737	6.915523746	8.223388646	7.360871116	7.715061505	6.735738137	7.73697284	5.750346497	5.160200386	5.449793237	5.586598559	6.259537038	7.031839022	4.807287447	5.443233664	5.539413643	7.939874411	5.427783737	7.546276673	5.888705565	6.846460482	6.266521085	6.730169266	7.065457168	7.044922282	7.154235249	6.455531739	8.525755227	7.985982175	8.514459519	7.839478261	7.85244628	5.300742587	5.898545246	7.432792419	5.695737028
CTSH	12.89921626	12.33119001	12.03182073	11.88183074	12.55936964	11.06051886	10.95092217	11.91656248	8.268645032	11.91656248	7.733331338	12.10524298	11.33131359	11.62113595	14.06149754	12.46779551	12.51524637	11.70548644	12.60704082	12.29093739	13.01361342	11.29892876	13.79306498	12.13928799	12.73611831	11.58855648	12.33119001	12.69602912	11.91656248	12.2136593	11.4817422	12.78317582	13.43943594	12.78317582	14.27055821	12.24973124	13.43943594	12.37927008	13.14681643	12.10524298	14.06149754	11.58855648	13.28061368	11.25296346	14.27055821	13.88082809	14.64165062	13.79306498	13.52110459	12.24973124	12.24973124	12.24973124	12.33119001	12.89921626	13.01361342	11.88183074	13.59945483	12.2136593	13.69883638	12.29093739	14.41883985	11.58855648	13.69883638	12.33119001	12.33119001	14.06149754	11.80679399	13.35634133	12.10524298	12.89921626	10.93111589	12.37927008	13.52110459	12.8378209	12.95190579	11.88183074	12.89921626	12.10524298	11.95849795	12.51524637	11.85161	12.24973124	12.24973124	11.55291098	10.82080028
CTSL	9.411262043	9.002529073	9.206871915	9.784591031	8.891067602	10.51503263	10.64576596	9.368853556	8.364948606	10.15773129	9.43879111	9.665754866	9.222453663	9.222453663	9.247572672	9.884556495	8.821665804	9.499301595	9.30246322	9.391564289	8.846766779	9.089707728	9.279546329	9.089707728	10.14624484	9.68582838	9.27466241	8.821665804	9.52579041	9.235080946	9.850689345	9.35019676	9.391564289	9.730170884	9.63846048	9.427638346	9.698724094	9.363834649	9.484706632	9.493000737	9.642517534	9.709475479	9.049276802	9.642517534	9.265626208	9.507093317	10.08003564	9.92934613	9.52579041	10.64576596	9.870311322	10.44916744	10.20412525	10.46397411	9.744382975	10.11394475	9.198731798	9.803220693	9.507093317	10.01568352	9.735347693	9.406338652	9.61644776	9.68582838	9.942819747	9.128362177	9.1113602	9.493000737	8.680356593	10.37689269	10.29003668	9.52579041	9.724975432	9.44326401	9.373855064	9.521297919	9.345585566	10.15773129	9.177679957	9.572125659	9.655086641	9.52579041	9.693687733	8.429735506	8.980170186
CTSS	12.29093739	11.70548644	11.66685463	11.36252449	12.24973124	13.69883638	12.03182073	12.24973124	10.49599483	13.01361342	8.980170186	11.55291098	12.17896434	11.99435647	11.77043928	11.26817813	11.13506115	11.95849795	12.17896434	11.77043928	11.44939273	11.55291098	11.80679399	11.41631725	12.10524298	11.85161	11.29892876	11.44939273	11.58855648	11.55291098	11.62113595	11.91656248	12.03182073	11.95849795	11.85161	11.5106415	11.70548644	12.10524298	12.33119001	12.2136593	11.91656248	11.41631725	11.0373886	11.62113595	11.62113595	12.24973124	11.80679399	12.2136593	11.95849795	12.37927008	11.91656248	11.62113595	12.2136593	12.33119001	12.2136593	11.74055955	11.99435647	11.41631725	12.46779551	12.95190579	11.99435647	12.69602912	11.85161	11.77043928	11.88183074	11.74055955	12.29093739	11.95849795	11.80679399	13.35634133	12.46779551	12.73611831	11.70548644	11.95849795	11.85161	12.06613036	12.03182073	12.2136593	12.10524298	11.74055955	11.91656248	12.55936964	12.95190579	10.87753512	11.55291098
CTSW	7.408892777	7.898681997	6.937491526	7.011534774	4.535545706	5.738598972	6.492017203	7.044922282	5.488995411	6.252519016	8.080224926	8.104258959	7.139467302	7.297177221	4.5974354	6.064532352	5.353096403	5.778108427	6.111648653	6.880087835	6.040561102	7.419248935	5.84560803	7.149339459	6.87528933	7.86244069	6.595241494	6.910508537	7.297177221	5.991211382	6.689520487	6.638685866	5.817277586	6.862415966	5.519658716	6.538082668	6.465648998	6.735738137	6.155504943	6.679342693	6.722409099	8.043150026	6.53197921	7.644309537	6.653312568	6.975437212	6.590271585	6.846460482	7.199498248	6.455531739	6.360748864	6.019329937	6.735738137	6.653312568	6.327902249	6.427207072	6.920521582	7.932519193	5.237426232	6.136970368	6.831281604	7.939874411	5.857810716	7.073759039	7.250628906	6.345432705	5.967182334	5.054724465	4.648390112	5.539413643	5.928260332	4.966723791	6.64861866	6.730169266	7.035818947	7.462438002	6.853061472	6.16835216	7.35566362	5.948751009	6.862415966	6.831281604	7.432792419	7.432792419	6.767072252
CX3CL1	9.884556495	10.05785171	10.18163444	8.891067602	9.507093317	9.027959297	8.03937735	10.51503263	8.268645032	9.27466241	7.733331338	10.71921339	11.58855648	10.78864668	9.962752988	9.846481283	7.446382279	10.26553719	10.13556822	10.58826054	9.884556495	10.53773731	9.202807598	11.74055955	9.48070799	10.33644639	9.971484022	9.284413771	10.58826054	8.987770542	10.33644639	10.47702929	9.983811359	10.40958338	9.846481283	10.48960071	8.959591123	10.36198697	9.92934613	10.32475731	9.190084218	11.15824653	10.34929821	10.82080028	10.20412525	9.983811359	9.554658509	9.559069867	10.40958338	9.041020898	9.850689345	9.27466241	9.983811359	9.107085961	9.630136221	10.46397411	9.855369448	10.76985063	10.1023471	10.05785171	9.630136221	10.43423541	9.391564289	10.48960071	10.50236075	10.18163444	10.68904888	8.379764107	10.31393035	9.124583238	8.707632344	10.33644639	7.817879032	9.419304874	9.735347693	10.76985063	9.430975173	8.338999487	10.66080569	9.383773453	10.66080569	9.373855064	10.18163444	7.997902933	12.17896434
CX3CR1	7.636349277	8.759639749	7.049417491	6.322681449	6.679342693	6.37830105	5.791001598	7.519571202	6.643909431	7.365431445	8.698764602	8.755810161	8.207822566	7.622648024	7.185504363	8.165952304	6.502443511	7.467496868	6.191449381	7.754994842	7.481942589	7.49265008	6.130847542	8.558785122	7.762242022	8.680356593	8.331964596	7.113328544	8.882216888	6.414840242	8.046912862	8.617987758	8.030169864	8.882216888	8.445311496	8.348273421	6.444400656	8.453987834	8.025754894	8.379764107	7.408892777	9.430975173	7.75096374	8.514459519	7.733331338	8.030169864	7.199498248	7.085782255	8.882216888	6.239725809	6.75190903	6.481351613	6.818989906	6.349946744	6.026344272	7.506497444	7.053898737	8.973586677	7.229607949	8.083978185	7.73697284	8.258741838	6.226455775	7.813904082	8.404042152	7.065457168	8.698764602	7.031839022	9.058686287	7.451882251	6.857746301	8.926946131	6.522544169	8.806416129	6.812658658	8.376541715	7.804244748	6.643909431	8.719600894	7.389621097	7.762242022	7.653095001	8.328053237	5.882427619	7.982771913
CXCL1	8.417169624	10.38257546	9.073696248	9.488859645	9.036728665	8.855068682	9.962752988	11.85161	9.152286352	7.871410617	9.593265501	7.830791338	7.82184306	7.91731098	9.30246322	7.281995139	9.484706632	10.47702929	8.918716675	10.20412525	9.341490099	9.577230201	8.214917517	11.0373886	6.910508537	6.705216015	8.747077645	8.918716675	9.064109831	9.952818021	8.719600894	11.29892876	10.2271999	10.98171647	8.487983072	9.888302213	7.886560671	8.533297746	8.983975369	8.525755227	8.165952304	9.630136221	9.593265501	8.558785122	8.117205855	9.270151384	7.99443089	8.007697418	8.855068682	9.284413771	8.38404518	10.31393035	10.53051944	10.55813709	10.18163444	10.95092217	8.501537718	7.498360107	10.58826054	8.404042152	10.73634998	7.563020993	8.767849059	10.02691793	8.902819405	8.099705356	9.983811359	7.622648024	9.156426233	9.484706632	9.860034419	8.304574056	7.71918018	7.065457168	8.806416129	9.798885059	8.193293605	8.315843942	10.3014785	9.842260911	8.846766779	9.415289063	10.57214269	10.78864668	11.66685463
CXCL10	8.821665804	7.502434512	7.462438002	6.191449381	7.011534774	5.81007581	9.630136221	8.283129153	6.931939083	8.308922427	4.527477006	7.551688123	8.068622832	7.710931039	6.669673887	5.991211382	5.717549135	7.335139355	5.984274677	7.217900014	8.169592795	8.495465803	6.450470927	6.75190903	9.231376633	7.936201489	6.595241494	7.091452388	7.223833936	7.369977404	7.134166533	7.498360107	6.683632966	7.428187665	8.132807545	7.733331338	9.252397647	8.691856907	8.143458836	8.248267582	8.631655189	7.097100324	7.428187665	6.835561707	6.078150808	6.767072252	6.085203073	5.977304459	6.926241627	8.79791083	8.79791083	6.963962591	7.049417491	5.539413643	5.977304459	7.746921344	7.441889418	7.990212717	6.794613906	6.880087835	7.636349277	9.655086641	7.481942589	7.360871116	8.239114879	7.85749898	7.85244628	5.505182063	6.502443511	7.982771913	9.655086641	8.902819405	5.382825738	6.512795008	5.54627897	7.579484758	8.030169864	8.271947069	7.567507058	7.128846217	8.902819405	9.563467776	8.099705356	7.199498248	7.688755684
CXCL11	7.796157066	7.044922282	6.762226991	5.972252274	6.427207072	5.539413643	8.004535501	7.658420628	8.312387335	7.472231478	8.698764602	7.365431445	7.754994842	7.261208973	6.219813877	5.991211382	6.208009019	6.590271585	6.161942852	6.862415966	6.818989906	7.170669057	5.928260332	6.653312568	7.040377795	7.102278818	6.16835216	6.992425188	7.124028355	6.316713602	7.079783172	6.818989906	6.012281332	6.778656814	7.040377795	6.958390451	9.036728665	7.839478261	7.502434512	7.804244748	7.75096374	7.139467302	6.794613906	7.001531514	6.276002513	6.577601466	5.796753477	6.219813877	6.643909431	7.35566362	7.510769347	6.40940508	6.219813877	6.288420088	5.803430021	6.920521582	6.862415966	7.379417565	5.977304459	6.560711316	6.958390451	8.068622832	6.56591627	8.083978185	6.595241494	7.245562892	7.754994842	5.634036566	7.199498248	6.96971131	8.214917517	8.076461877	5.204389486	6.90088118	5.449793237	6.885217719	7.524099506	7.567507058	7.139467302	6.322681449	7.967321653	8.223388646	7.250628906	6.544160412	7.73697284
CXCL12	9.368853556	10.14624484	10.04757302	10.43423541	9.181731444	10.67635055	10.02691793	10.37689269	6.643909431	9.602085075	4.786496794	9.903690722	9.689763408	9.756499535	8.711385101	9.671803669	10.08920407	10.53051944	9.235080946	10.13556822	9.919683072	10.34929821	9.803220693	9.919683072	9.677827217	10.25340278	10.33644639	9.68582838	9.994684774	8.976882187	9.60693006	10.40958338	9.530012386	10.33644639	9.507093317	10.08920407	9.76525235	9.521297919	9.774848229	9.76525235	9.860034419	9.419304874	9.38767413	10.39973288	9.279546329	10.08003564	8.719600894	9.850689345	9.971484022	10.29003668	10.14624484	8.747077645	9.554658509	10.67635055	9.164710329	9.29326444	9.132131244	9.952818021	9.190084218	9.493000737	9.018413815	9.427638346	8.617987758	9.156426233	9.611758828	10.29003668	9.427638346	9.794536357	9.908608676	9.919683072	9.774848229	10.23989498	8.802169747	9.467039733	9.297871162	10.12474369	8.691856907	8.190311492	10.07014235	9.314453769	9.602085075	9.774848229	10.34929821	9.068911002	9.756499535
CXCL13	6.046582264	4.517058178	9.139834224	5.396561971	7.223833936	7.235358946	8.772969606	4.491314848	9.419304874	6.427207072	9.593265501	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	8.918716675	6.354446703	9.870311322	4.541174073	7.395575447	4.527477006	10.80707235	4.553195913	7.510769347	4.551120464	9.539047539	10.44916744	4.531500288	6.890329428	4.537514251	4.493119669	6.90088118	4.523386462	7.788085954	4.535545706	8.751970381	4.497855638	4.4813074	4.524375669	10.2271999	4.85723458	7.35566362	4.514697149	4.605553595	4.524983788	5.914667023	4.533637504	6.522544169	6.870474811	4.772539235	4.449376644	4.4813074	4.488563209	4.522396576	4.517058178	7.644309537	4.464147013	4.493119669	4.478193717	4.517058178	4.814947089	6.432766574	4.488563209	7.302063863	7.779219065	4.321928095	4.533637504	4.321928095	4.497855638	8.518358564	4.409597021	5.695737028	4.321928095	6.208009019	5.237426232	7.551688123	7.948027865	4.485035738	9.593265501	4.510702012	9.310678505	4.519729846	6.920521582	4.497855638
CXCL14	8.522061636	7.29217042	9.880801026	5.876122234	10.11394475	9.07713298	8.83052992	10.01568352	12.03182073	6.316713602	8.698764602	5.249865172	5.851674689	7.170669057	8.896955469	5.43664413	9.222453663	7.245562892	8.487983072	7.515028639	7.826324136	5.505182063	10.70226814	6.683632966	9.018413815	7.124028355	7.952637258	9.942819747	6.316713602	9.4343043	7.379417565	7.592817844	8.980170186	6.322681449	8.572291488	6.653312568	8.47502286	5.744148278	7.035818947	6.438304735	11.18430369	9.314453769	10.2271999	7.001531514	6.890329428	7.229607949	8.065324126	5.977304459	7.428187665	8.392749798	7.59749925	6.37830105	7.217900014	9.831054216	8.872603797	6.37830105	12.13928799	4.464147013	8.360677545	6.527269402	7.134166533	6.058567758	7.618294599	5.559500918	7.486917363	8.973586677	7.170669057	8.335486329	8.691856907	6.705216015	7.506497444	6.078150808	8.235527344	5.488995411	8.408593091	8.5624973	9.677827217	6.549835081	4.485035738	10.08003564	5.876122234	12.10524298	8.356393802	10.37689269	7.515028639
CXCL16	10.34288661	9.715185335	10.42131724	10.20412525	10.49599483	10.92092382	10.36198697	9.888302213	9.846481283	10.47702929	9.231376633	10.12474369	10.44916744	10.163945	10.89505552	10.29003668	11.5106415	10.65330542	10.34929821	10.18163444	10.45658977	9.994684774	9.735347693	10.14624484	10.21550021	10.11394475	10.51503263	10.78864668	10.42131724	10.64576596	10.53051944	10.25340278	10.68904888	10.17013207	10.70226814	10.25340278	10.2335614	10.39973288	10.67635055	10.48960071	10.45658977	9.813660962	10.6307903	10.44916744	11.0373886	10.91065924	11.29892876	11.0373886	10.57214269	10.85567803	10.66080569	10.50236075	10.78864668	10.78864668	11.13506115	10.38823593	10.82080028	10.46397411	10.78864668	10.83967059	10.91065924	10.68271369	10.78864668	10.04757302	10.25340278	10.12474369	9.693687733	11.33131359	10.27902378	11.0373886	10.37689269	10.08003564	11.60493818	10.51503263	11.33131359	10.39973288	10.68271369	11.91656248	10.08462714	10.95092217	10.18163444	9.908608676	10.1519995	10.95092217	9.942819747
CXCL2	11.41631725	13.01361342	12.10524298	13.35634133	11.74055955	12.65249655	11.41631725	14.64165062	10.35565654	11.39092979	8.080224926	12.46779551	11.95849795	12.2136593	12.2136593	12.29093739	12.60704082	14.27055821	12.46779551	13.79306498	13.28061368	12.78317582	12.2136593	13.69883638	11.39092979	10.66080569	11.40367936	11.70548644	12.69602912	12.24973124	13.35634133	12.95190579	12.17896434	12.65249655	11.4817422	12.8378209	10.29003668	12.13928799	9.735347693	11.62113595	10.02691793	12.29093739	13.01361342	12.10524298	12.10524298	11.62113595	11.74055955	11.62113595	11.66685463	12.03182073	11.95849795	13.88082809	14.41883985	13.35634133	12.78317582	13.97286121	11.0373886	11.13506115	13.59945483	12.03182073	13.28061368	11.15824653	12.29093739	12.89921626	11.77043928	10.78864668	11.26817813	10.32475731	12.29093739	11.99435647	12.69602912	11.06051886	10.04757302	11.08371612	12.46779551	12.51524637	11.5106415	12.13928799	14.41883985	12.69602912	13.14681643	10.51503263	12.60704082	12.78317582	13.2181586
