Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE	Absolute score (sig.score)
CHG019499	0	0	0.045583763189934	0.121864983778596	0	0.290885338731306	0	0.00323089576667488	0	0	0.119791575387392	0.0194814972237596	0.0590873424950894	0.0741634036902737	0	0.47093501896592	0	0.0541738139975337	0.188767843174681	0	0	0	0.001	0.362064123738012	0.934305882912528	1.44796547640116
CHG019788	0	0	0.0388208079280711	0.161830607367588	0	0.253286760234818	0	0	0	0	0.221945458485612	0.0366273106200546	0.0987841902943882	0.166421425899724	0	0.24060677894477	0	0.0399550457849691	0.225988600567943	0	0	0	0.005	0.30031182599539	0.965446887695373	1.48426698612794
CHG018367	0.0205012445805549	0	0.0476367500172139	0.0784466512410242	0	0.40645882411274	0	0	0	0	0.128020844201472	0.0211158888133302	0.126774493835606	0.00852040771239737	0	0.238578854143574	0	0.0585993845520611	0.192099230612979	0	0	0.0227226293571387	0.001	0.355851165825911	0.936468946360665	1.34947520318009
CHG020270	0.0206592174961631	0	0.0121926685161925	0.153270025196735	0	0.404390313835029	0	0	0	0	0.187163702832576	0.00135239782964646	0.0694635561166321	0.186729278134404	0	0.256884159803563	0	0.0689586065114456	0.058947586380624	0	0	0.0230340786453	0.003	0.313523179561896	0.961368890823269	1.44304559129831
CHG020278	0.0977313690606065	0	0.0803211502673079	0.167638503428735	0	0.407469537132772	0	0.00977451990511707	0	0	0.0637873904982224	0.0778124438220425	0.0944094083010499	0	0.0262827190298984	0.324239619752945	0.00641837560953777	0.018540383337365	0.332560001269783	0	0	0.0304255809397368	0	0.431291103217584	0.901555272685443	1.73741100235512
CHG019743	0.0220092784875262	0	0.077166017948552	0.155238676471477	0	0.200225508664448	0	0.0317206108655774	0	0	0.0632674489855725	0.00255800122707586	0.0517111424278254	0.0130405652587446	0	0.573851907416638	0	0.0126610566191221	0.257924467414064	0	0	0	0.001	0.380564878500711	0.92589948228534	1.46137468178662
CHG019709	0.0513326670773354	0.0665763085712456	0.126275927861289	0.133857709739856	0	0.323334119416072	0	0.000131208398951698	0	0	0.0745181658289596	0.032182123288793	0.101385862010279	0	0.00614019745743528	0.461367688119606	0	0.0458749248376779	0.133834399620067	0	0	0.00400931391521001	0.001	0.385935420595626	0.922049435890378	1.56082061614278
CHG020244	0.0135478649636887	0	0.0457465622781702	0.117949611099117	0	0.337935647387826	0	0.00731998021808114	0	0	0.0433569271361065	0.064131571198704	0.0671443956778926	0.122210196867472	0	0.64319346476488	0	0.0261275107724052	0.213793706339754	0	0	0.00248014382717903	0.001	0.338611706501447	0.946826385143329	1.70493758253128
CHG019701	0.0341703425807519	0	0.073904769164899	0.124559610672471	0	0.334086510438683	0	0.000941824832810569	0	0	0.195316370558869	0.00896652320754098	0.121251828147071	0.0102508791600665	0	0.233004081936693	0.00806030901690867	0.0183529573771252	0.125966915568348	0	0	0	0.014	0.24733876066625	0.987448933713243	1.28883292266224
CHG019779	0	0	0.211499197022953	0.189771664484131	0	0.132010057333456	0	0.00382590166962504	0	0	0.0369359927844708	0.0260209137245887	0.0620717527007245	0.051764627081111	0	0.452840341357027	0	0.0374788482512767	0.068167048243641	0.00971338716288748	0	0	0.00600000000000001	0.283017178875872	0.966758569691715	1.28209973181589
CHG019705	0.0392210906086479	0	0.014314115066644	0.0897737899694588	0	0.365716738446877	0	0.169540994157209	0	0	0.125124524349654	0	0.0879013493449899	0.111977506887176	0	0.358189839843984	0	0.0178550511441992	0.109641701802248	0.0358796994657056	0	0.0298032234554556	0.037	0.186796645791714	1.01303019209978	1.55493962454225
CHG020335	0.0521512584182035	0.0173288258351065	0.0567885981110038	0.0905272034521629	0	0.328280312243633	0	0.0153386347135519	0	0	0.133533596073826	0.00605637758087451	0.06695602745469	0.156198417972778	0	0.314001810028457	0	0.0148290937426848	0.132729727779137	0	0	0.00211050716252362	0.014	0.244105530701688	0.986048023039113	1.38683039056863
CHG020326	0.0441297390952871	0.0571799489945645	0.0453958364244786	0.0989869224506901	0	0.398382273697802	0	0.000411931511028219	0	0	0.160252613398693	0.0100902239169659	0.10652508779396	0.138772736385969	0.00139259313414071	0.385726057568887	0	0.0194880206776237	0.145163409102464	0	0	0.0165818522092643	0.001	0.352226880112298	0.938022941767012	1.62847924636182
CHG020796	0.00192683893089803	0	0.0100507048678235	0.0823128563782796	0	0.29770020116032	0	0	0	0	0.104279874776795	0.0127624854695297	0.0784182413596161	0.0667630858915214	0	0.277256249307738	0	0.0277093559590657	0.35385258372531	0	0	0.0192598836907254	0.001	0.382112594116397	0.926384427710484	1.33229236151762
CHG020021	0	0.00466610092649749	0.0454185323371026	0.115445207268086	0	0.255773135551278	0	0	0	0	0.127691523874737	0.0287850353064278	0.0595731903229813	0.112951754280832	0	0.48150658623582	0	0.0517710568979791	0.148082968315461	0	0	0.027300017521982	0.001	0.368016673928548	0.9319218353871	1.45896510883918
CHG020011	0.0242216570706405	0	0.0176568572741097	0.10108704159398	0	0.232523791449605	0	0.00725815147608229	0	0	0.0690273193910765	0.0331446962452009	0.0572211056638773	0.0588789500716736	0	0.426368440323685	0	0.0362766537982874	0.205138947082582	0.0223903500949721	0	0.0356911549269199	0.001	0.362261739644006	0.934255150418165	1.32688511646269
CHG020760	0.103533316000454	0	0.18979456062402	0.21108950977543	0	0.301173332097353	0	0	0	0	0.168240631207652	0.00276585444138557	0.0954074270508893	0.0612301723169142	0.0343358264276495	0.272513493663132	0	0.0636506515972013	0.0509298585292176	0	0	0	0.004	0.305748136239937	0.956607995734423	1.5546646337313
CHG020754	0.00541544908274725	0	0.0340067909295646	0.0698960879388409	0	0.288926968853338	0	0	0	0	0.198500978026042	0	0.083359427026353	0.12783311896427	0	0.38498622231776	0	0.0442757617261116	0.224498988385184	0	0	0.0421895569818968	0.005	0.300503627953651	0.962552475867872	1.50388935023211
CHG021051	0.0179956995747368	0	0.0736234239372377	0.0930678481442065	0	0.236595202497461	0	0	0	0	0.0636302762776134	0.0186829589233979	0.0436209453277275	0	0.00534173655828048	0.349058133441971	0	0.00454161634113049	0.181321909034095	0	0	0	0.00800000000000001	0.270372750533277	0.97386790845262	1.08747975005786
CHG021811	0	0	0.0435064763724343	0.100413361712264	0	0.442708695218005	0	0	0	0	0.196561769654251	0.00128303757524793	0.202026222796852	0	0.000368792754231809	0.454895885937169	0	0.0585862749623379	0.110758022707093	0	0	0	0.00600000000000001	0.287727134850438	0.969005527647933	1.61110853968989
CHG021055	0	0	0.0557079084411872	0.172775582905843	0	0.522849868930757	0	0	0	0	0.254018246662112	0	0.114357853871402	0.121545746306653	0.0214050635360845	0.252553406792295	0	0.0674415760676854	0.0560422157537155	0	0	0	0.013	0.249513397758149	0.993087865842464	1.63869746926773
CHG021781	0.00576434990008755	0	0.104665976062045	0.175030285985571	0	0.325942228127634	0	0	0	0	0.119712298586586	0.0293350267396637	0.108274774593063	0.0977247130415387	0	0.262295749266952	0	0.118306373282748	0.133322394169246	0	0	0.0472787428331822	0.011	0.257599904715406	0.977993293722342	1.52765291258832
CHG021769	0.00223144825235375	0	0.00369218787461387	0.113648320168319	0	0.390001747566702	0	0	0	0	0.0121255180841012	0.0742992403260576	0.0671193115130034	0.124834182273893	0.000283490048602932	0.613093168518298	0	0.0617638872789146	0.22642433645989	0	0	0.00351718153805049	0.001	0.335431318194998	0.948940451221563	1.6930340199028
CHG020260	0	0.000806475381660725	0.107192771129019	0.173279656501747	0	0.378456423633614	0	0.00251881115920691	0	0	0.226569769163979	0.0761161570365285	0.176628711495071	0	0.012553824312517	0.25368639308891	0	0.00196028904185051	0.11715395205674	0	0	0	0.028	0.209157198935804	1.01134622158153	1.52692323400084
CHG020792	0	0	0.0801972771831202	0.16843733270169	0	0.466925091985499	0	0	0	0	0.150508699725467	0.0245611805509147	0.0789359272257564	0.0929608759072259	0.00427169775851104	0.241023252247037	0	0.0228443775950074	0.0853382077808391	0	0	0	0.00700000000000001	0.27274643581813	0.980217282646903	1.41600392066107
X4873N	0.0302886693543992	0	0.0288907891498081	0.113433626701497	0	0.252587479143038	0.00315497452822971	0	0	0	0.0871119741483496	0	0.101999418370236	0	0.00239990768798959	0.287334768416844	0	0.00482615858248633	0.379198350755283	0	0	0.0100957449313097	0.001	0.406449043086476	0.914582400041539	1.30132186176947
X4912N	0.0730990578883773	0	0.0519090201879426	0.0769509307631066	0	0.181956577546257	0	0.0435314717616141	0	0	0.00228719996102853	0.0373203452797255	0.117028955195485	0.24926002559352	0	0.396101840365901	0	0.0369579003991642	0.276790795248474	0	0	0.00473732269435701	0.003	0.319885537994454	0.955139893461668	1.54793144288495
X4933N	0	0	0.0128766125503099	0.084084704260539	0	0.348142234651241	0	0	0	0	0.0744130855665038	0.0571797237326316	0.0720179449936216	0.112426990025688	0	0.371664153014884	0	0.0488437767613054	0.216526035817278	0	0	0.0161487649270996	0.001	0.331783014776488	0.948763536282571	1.4143240263011
X5081N	0.0184810618659248	0	0.0264437647503527	0.16041946543953	0	0.273077508840597	0	0	0	0	0.20405267661568	0.0134607292028227	0.148509344044336	0.0345125343663267	0	0.237675372268061	0	0.102614906748822	0.20128984646827	0	0	0.0143593955670413	0.001	0.411125229940203	0.911047934452702	1.43489660617776
CHG019773	0.0283870746984023	0	0.0677368242273885	0.108299930734856	0	0.237505986214932	0	0.00201448782989141	0	0	0.0271184328062647	0.0271098377086695	0.0341587463380554	0.211180435335116	0	0.784051773049073	0	0.0178263919812333	0.237176750734366	0	0	0	0.001	0.421895647300117	0.908401235827917	1.78256667165825
CHG020312	0	0	0.0124534397239645	0.0737979976009308	0	0.416040455487991	0	0.0137257254067904	0	0	0.0795563949171111	0.0132964015593133	0.0501596758403358	0.156759700449611	0.0428630622987261	0.41553740625829	0	0.00873945392052049	0.170907529214142	0	0	0.00929629122646301	0.001	0.356031334571688	0.938180994885758	1.46313353390419
CHG019983	0.0510598033802038	0	0.210224936990594	0.141492697090988	0	0.278714235172197	0	0	0	0	0.020510046044435	0.0280494866904103	0.0485138822606596	0	0	0.361289864454446	0.0118071814841241	0.0270365676236202	0.226701596710009	0	0	0.0141458311261796	0.001	0.370256818331488	0.92882825789923	1.41954612902787
CHG020778	0.0254493976390564	0	0.0423357232734669	0.0891752870486836	0	0.34195536607447	0	0	0	0	0.151336049930092	0.0146851164872685	0.0814556875800872	0.035622872189756	0	0.287490729703616	0	0.0517970959365745	0.221648427772031	0	0	0.0146914934346111	0.001	0.33254494620937	0.947007775910604	1.35764324706971
CHG021120	0.00267075042647321	0	0	0.123815133830693	0	0.230258232296989	0	0	0	0	0.0928441852938268	0.0175257552488913	0.0514872807485668	0.0883671623236058	0	0.404962710809225	0.00412877739622791	0.0410130052529367	0.129558641206549	0	0	0	0.001	0.333682142060708	0.949580066360951	1.18663163483398
CHG020788	0.00860354702126822	0	0	0.127124615579304	0	0.446183454550275	0	0	0	0	0.178381161077219	0	0.1476080890891	0.00341129868095568	0	0.315183206112991	0	0.118389448795912	0.139535370478175	0	0	0.03114946160907	0.001	0.346431218808525	0.942316908191669	1.51556965299427
CHG021128	0.014756327523269	0	0	0.106973766885924	0	0.186510275437581	0	0.00450711231009248	0	0	0.0537559554729674	0.00545674380129524	0.0900073202901558	0	0	0.541350346526618	0	0.0509622255372797	0.231549731406971	0	0	0	0.001	0.350373686612948	0.941832920657559	1.28582980519215
CHG021104	0.0686358624808281	0	0.0346746244627817	0.0638991434600558	0	0.261945012910757	0	0.00532884800622876	0	0	0.0814415047510768	0	0.0579062015959552	0.000373013628123663	0.000253422450721256	0.495969937850758	0	0.0308681057669834	0.166936482321407	0	0	0.0074774391272346	0.001	0.343952939790507	0.942068422526918	1.27570959881291
CHG021804	0.108404593057055	0	0.268032914084681	0.0894703229665546	0	0.563468659201358	0	0.0777891188721089	0	0	0.00497249815681605	0.0744531957375455	0.076519625226356	0.108322843429137	0.0724208032646807	0.426273765549607	0	0	0.080734221822139	0.113155843957526	0	0	0.017	0.233358388229538	0.984770632378844	2.06401840532556
CHG021755	0	0	0.0751252577587041	0.112315794721	0	0.31222346527498	0	0.000378452621923367	0	0	0.0717094212547542	0.0475756855554945	0.058804440171355	0.0084910637545148	0	0.441476689067569	0	0.0358193140567931	0.206884230229611	0	0	0.00932605743114631	0.001	0.374507498587451	0.927986567817952	1.38012987189784
CHG021795	0.0142335248723258	0	0.119520932613385	0.134881464584413	0	0.352184264631539	0	0	0	0	0.0193716566094709	0.0132325308113776	0.0961997056316389	0.0358593964658755	0	0.386985628432466	0	0.0177484205251242	0.177396603025175	0.0228675495795049	0	0.0144518207270373	0.001	0.344368741263058	0.940870297152901	1.40493349850933
CHG020790	0.037179215048021	0.0247268880059466	0.0336824799207922	0.154924810389383	0	0.377653267213967	0	0.00699619780481161	0	0	0.11541282585837	0.0110501782195349	0.0899242724050635	0	0	0.509070095574996	0	0.106130244062487	0.131899399233158	0	0	0.00302729794213918	0.001	0.333912849726308	0.946347265471752	1.60167717167867
CHG020784	0.038817255179501	0	0.0363166095291773	0.137003736761226	0.00410659343338554	0.182617733393275	0	0	0	0	0.0982588986485902	0.0774504050590768	0.112202320491499	0.0713731409596352	0	0.29016068563551	0	0.043999799398847	0.230542924291496	0	0	0	0.001	0.345408606125858	0.941358493894235	1.32285010278122
CHG021108	0.0379810661908929	0	0.040121371623394	0.0399498555748261	0	0.444332135223936	0	0.0027347991289284	0	0	0.122892862626823	0.049862132145137	0.0560341845946749	0.0459035989325135	0.00478811204020722	0.501197161826179	0	0.0188775071936883	0.102685666185489	0	0	0.0231741451858855	0.016	0.234436366004594	0.993463595155636	1.49053459847258
CHG020782	0.0498894925162363	0	0.0678487618596949	0.0802398232496463	0	0.400660093386465	0	0.0136560170139881	0	0	0.0647560476804079	0.0340768391679463	0.098451806105769	0.0694697037812809	0	0.31017208867719	0	0.0653050668368299	0.133601978914106	0	0	0.0451570596606502	0.01	0.25876718373208	0.977171965461828	1.43328477885021
X4894N	0	0	0.0812519449514374	0.136919713288685	0	0.277782693902209	0	0	0	0	0.153257411130893	0.0403657836768727	0.170423780074064	0	0.00700798497345717	0.31757402902535	0	0.0210866374048895	0.254567935983909	0	0	0.0524892593089124	0.001	0.408623688330245	0.912091668032505	1.51272717372068
X4941N	0	0	0.0544854165627636	0.137432300086261	0	0.284073382983904	0	0.00616310505135793	0	0	0.0665451897363676	0.0570915452851312	0.0514735367542116	0.158016927158139	0	0.464072700422077	0	0.0734758453989764	0.13612114213307	0	0	0.000453594162252338	0.001	0.375650482959316	0.928522052011784	1.48940468573451
X4948N	0.031288837843924	0	0.0600333659594963	0.107741001410646	0	0.34357160416475	0	0	0	0	0.0257285706710078	0.0391511151344508	0.0445391904294009	0.110455068016545	0	0.667888662123934	0	0.0604035285350805	0.190419067086302	0	0	0.0486654998759432	0.012	0.255396978174309	0.984342326824551	1.72988551125148
X5091N	0.0225448683639539	0	0.0140070874867577	0.0755140180673727	0	0.307493666403643	0	0.0084309093565168	0	0	0.109392106466776	0.034420577004658	0.0652327722821588	0.0129182039501365	0	0.285797339258248	0	0.0498130790888289	0.282688806561653	0	0	0.000360857063422347	0.001	0.333642445796774	0.948180737235973	1.26861429135413
CHG020256	0	0.00933709510152213	0.00147694427475955	0.192778454156114	0	0.251031776863687	0	0.146978905119768	0	0	0.062577082002834	0.0819216353810224	0.0681035414928881	0.194063942317109	0.00530384899186977	0.471225245932779	0	0	0.10363128246441	0	0	0.0231743135870944	0.00900000000000001	0.26492604053985	0.983969981600158	1.61160406768586
CHG018348	0	0	0.057122202801032	0.208187915348675	0	0.361953800360692	0	0.00727901732849351	0	0	0.10474490499677	0.0619424234007433	0.0608997756446313	0.122265698824556	0.0137777898587303	0.244512353309651	0	0.0289165139430353	0.156794743084041	0	0.00157413681127099	0	0.016	0.235577171306025	0.994861731249685	1.42997127571232
X3246N	0	0.00172309021337502	0.01261940818175	0.181787635155761	0	0.340395545054786	0	0	0	0	0.263318515488756	0	0.150987089167104	0.116083556241583	0	0.200374798174044	0	0.0827395123856431	0.19827257747848	0	0	0	0.001	0.384234834898354	0.925345228372214	1.54830172754128
CHG019733	0.133896520877275	0	0.122481705089602	0.218782866519922	0	0.395521032775657	0	0.0392624828974835	0	0	0.0809452849855565	0.102951976828452	0.125229682676828	0	0.00926691457020851	0.209095068237946	0	0.00881777555433396	0.219084953335052	0	0	0.00643089194720317	0.122	0.126086327490253	1.03788888259663	1.67176715629552
CHG019737	0.00639927319155213	0	0.00377242651920523	0.225305212310835	0	0.297014119435064	0	0	0	0	0.18591341633525	0.0226525229136303	0.100940861511669	0.0561670031102139	0	0.371894545889449	0	0.0438655855384883	0.225773568337238	0	0	0.0342454048995087	0.001	0.376212304099323	0.928676544402507	1.5739439399921
CHG020027	0.0291427992516235	0	0.043786874922644	0.117524692665231	0	0.320112707725187	0	0	0	0	0.110045217592593	0.0589082993451893	0.101626523455175	0.128308792450677	0.00750080973592726	0.352170964412639	0.00348290004802246	0.113328436535975	0.0875346433890052	0	0	0.0136684760471967	0.005	0.29909287252057	0.962463551192069	1.48714213757709
CHG020268	0.0894569058940552	0	0.287376585104456	0.118628384018033	0	0.215825322503159	0	0.14773773931617	0	0	0.118625865224645	0.0873619870423521	0.165705297434173	0.0100054307147128	0	0.301314193962482	0	0	0.125877329471131	0.0332189560746395	0	0	0.033	0.199192333635217	0.996880773047549	1.70113399676001
CHG021083	0	0	0.109142621123165	0.10075534524747	0	0.398875980838104	0	0.00680524925451964	0	0	0.138916996873111	0.040335600891114	0.150026311392136	0.0393365886294549	0	0.368805225212982	0	0.056928527679749	0.152512522386706	0	0	0.025018360419622	0.001	0.395032397283841	0.918205657835967	1.58745932994813
CHG020276	0.0639984255204203	0	0.122375868420639	0.320939750542891	0	0.53574454274916	0	0.0500130352640917	0.0600245067414549	0	0	0.118508126694578	0.0868325951910655	0.00783322825570315	0.238858568194833	0.65040503010566	0	0	0.105790634502141	0	0	0	0	0.482394041493142	0.875932626893162	2.36132431218264
CHG021079	0.00867081666693602	0	0.00761134938834923	0.171547217072216	0	0.326385116350179	0	0	0	0	0.140187085046094	0.0271222333815494	0.0667133686581052	0	0.00217048875780582	0.281085575630129	0	0.0845761909746387	0.302673496119385	0	0	0	0.001	0.421332450453755	0.906703188176427	1.41874293804539
CHG021067	0.014289790058021	0	0.0647543085015804	0.168109640746356	0	0.332978992635166	0	0.0236388658513594	0	0	0.133505529589534	0.103262357424288	0.125188166327772	0.0536408460058623	0.00882388162033515	0.325779052129932	0	0.0588221634609765	0.0793155856556826	0	0	0.0188455281897665	0.005	0.299805214371519	0.964565588848204	1.51095470819663
CHG017877	0.0108046762291478	0	0.0623211369752509	0.191965014933058	0	0.322026569090278	0	0	0	0	0.16645738084244	0.0661851671774402	0.128476022991404	0.00887689459951088	0.000534133098832801	0.277519592372436	0	0.0517191478523829	0.149911610282386	0	0	0.00507204653363718	0.001	0.394688732138894	0.919725562078278	1.4418693929782
CHG019116	0	0	0.0116438022721758	0.142975664789697	0	0.29405096620224	0	0	0	0	0.184292082394058	0.038629007202157	0.100321633682376	0.0440809269566023	0	0.181605302885041	0	0.0909988481250551	0.115841412530815	0	0	0.000768842280064914	0.001	0.378167261231024	0.929410896623359	1.20520848932028
CHG020319	0.0208719010905159	0	0.11241794722118	0.134957279142619	0	0.167088128405328	0	0.0279881069275924	0.00457593761274774	0	0.00125279497807237	0.0583059203668817	0.114401154679884	0	0.00329138217118344	0.26098317169942	0	0.0102498404124105	0.62680769003984	0	0	0	0	0.546486231047028	0.838209254860792	1.54319125474768
CHG020034	0.0309356419306705	0	0.319592428597895	0.0653495049302279	0	0.225733453415781	0	0.0135081732611149	0.00349848258592515	0	0.0195170318797884	0.0229332720877526	0.0568673604442645	0.00648762929850898	0.00550999066145807	0.319733121197328	0	0.000578401625706138	0.27178499472202	0	0	0	0	0.448403041543162	0.897076486391253	1.36202948663844
X2267N	0.107411786929488	0	0.0640389465099778	0.0851193715589065	0	0.356914585748397	0	0.02698338550003	0	0	0.100738546689771	0.078153527000039	0.0904866858490105	0.0348179705827981	0.0429621926213941	0.584453237333787	0	0	0.0413517796544371	0.0127577623624149	0	0.0184812536918951	0.035	0.192186710625504	1.01017273431925	1.64467103203235
CHG020045	0.0501374989109707	0	0.108315114289963	0.0923230768975553	0	0.351568355862905	0	0.0360866282263848	0	0	0.0193132797171867	0.0502115692864536	0.112171642888322	0.13209432811462	0.00133885874123212	0.39013928929323	0	0.0480808509196676	0.212165641232465	0.0309011606592694	0	0.00906683159168302	0.001	0.338082548064335	0.943113165134753	1.64391412663191
CHG019719	0	0	0.0940501321629591	0.0705893338998901	0	0.341843740800612	0	0	0	0	0.11036352980615	0	0.0388144129968832	0	0.0106716944995063	0.328344932125059	0.00365629416900309	0	0.221250176105956	0	0	0	0.001	0.334590053820935	0.946158176395735	1.21958424656602
CHG020821	0.0577325656172593	0	0.0389427191684024	0.130630674108385	0	0.243074605459313	0	0.0153236990578384	0	0	0.0815888063518767	0.0379611121504266	0.0555769619732756	0.133563888426057	0	0.609666563284031	0	0.0155352653033436	0.298812548686352	0	0	0	0.001	0.380521211744704	0.92649106193851	1.71840940958656
CHG020813	0.0515598245663253	0	0.183024951807712	0.299276196046236	0	0.359230556425355	0	0.0546977881950181	0.000428890247460994	0	0.0271639068932462	0.0352144903462479	0.0470776418878641	0.19046259987588	0.0144217803635746	1.0314534472567	0	0	0.106815473357382	0	0	0.00228175477164649	0.001	0.413820007765997	0.911060676684582	2.40310930204065
CHG020827	0	0	0.0748959707459071	0.161491150040344	0.00938640894724886	0.253239145092746	0	0	0	0	0.193155406934102	0.0484787403130083	0.176745268585051	0.0532428011824377	0	0.229833381190735	0	0.054938499561812	0.199423322009618	0	0	0.0333139896912024	0.001	0.364761233299595	0.932863894215789	1.48814408429421
CHG018361	0.00675264922308261	0	0.0619918285720839	0.094109641470369	0	0.320470837587783	0	0	0	0	0.0760972861721145	0.0108680069225069	0.0689337679769264	0.0190592108940921	0.00836315249550837	0.392144031486796	0	0.0187959088100524	0.193609071611931	0	0	0	0.001	0.337159622584504	0.944886908362397	1.27119539322325
CHG019552	0.00206516678400914	0	0.0169985331208735	0.261647268271059	0	0.364964759179428	0	0	0	0	0.149017860794742	0.026091008971436	0.0895375160740146	0	0	0.304409174468683	0	0.0338599703520614	0.0891655248634737	0	0	0	0.001	0.381682863527387	0.929658846577873	1.33775678287978
CHG018363	0	0.00068103502860237	0.0332381855469534	0.0962301965989487	0	0.364566782476732	0	0	0	0	0.0519432315027555	0.0711943490719756	0.0918128907844943	0.178055483246231	0	0.396337020727663	0	0.0683096219056157	0.151675093217713	0	0	0.0148664928374401	0.001	0.402423964052539	0.915582659645562	1.51891038294512
CHG019537	0.0218921276823784	0.0199852393775279	0.0626810752913351	0.170101059226315	0	0.293559483300912	0	0.014101673374299	0	0	0.127313846275772	0.0192999513073164	0.0622351667717254	0.0877017434057473	0.00436092037322655	0.382809937995158	0	0.0366640409433172	0.308376565256772	0	0	0.00511440045131906	0.001	0.3500222769814	0.939067033873584	1.61619723103312
CHG019777	0	0	0.140459844399508	0.11655728102728	0	0.310670804723961	0	0.00135646057506054	0	0	0.0982291020666547	0.0258292756936424	0.11953655801052	0.102301427631618	0.00524397803356938	0.353577446280081	0	0.00538160666719285	0.182072981162336	0	0	0	0.001	0.373589996598776	0.927874558877369	1.46121676627142
CHG019673	0.0618050579381281	0	0.248264700358116	0.351463250044195	0	0.371430618274894	0	0.121875870915272	0.0932864546472553	0	0	0.236962003722883	0.168558732296663	0.0897777133479171	0.0375069785672913	0.335212367551518	0	0	0.061915816505747	0	0	0.00323289264158913	0.033	0.199392837443524	1.00814300760387	2.18129245681147
CHG020819	0	0.0196790326155904	0.0179203340393963	0.152691674079525	0	0.597263414916736	0	0	0.0142336156011778	0	0.0339776342039231	0.116447508995973	0.0903655344242565	0.0937068972047697	0.0799675510162876	0.623950386324288	0.0364273593590497	0	0.160364850676425	0	0	0	0.001	0.410481057961697	0.911794656686779	2.0369957934574
CHG020809	0.0330484382517863	0	0.0766828922666773	0.176442198732388	0	0.751772411029813	0	0	0	0	0.182405280831391	0.00588235255009741	0.0576633625663593	0.00770982804053979	0.078607930571147	0.238554432982941	0.0659905673543965	0	0.175408430392526	0	0	0	0	0.505188473304677	0.863050953613316	1.85016812557006
CHG019525	0.0563459623142259	0	0.0151401239885461	0.225358460314915	0	0.206335652312667	0	0.024647710812991	0	0	0.0494786255014878	0.0345018124341569	0.0772652730235351	0.132981872903225	0.0457585886076538	0.5129580699338	0.00347654584014083	0	0.323564195015592	0	0	0.00475364252124775	0.001	0.373223147429126	0.929292735880932	1.71256653552418
CHG020794	0	0	0.10938639482904	0.0953888388414764	0	0.264000977166156	0	0	0	0	0.0716699012992201	0.0301343229885386	0.0881427709483884	0.0126375543915509	0	0.261541917378985	0	0.0539577852760869	0.23248418749248	0	0	0	0.003	0.315257744979803	0.95286296793033	1.21934465061192
X3238N	0	0	0.130847940866998	0.134582594648453	0	0.316758390350988	0	0	0	0	0.158916171480443	0.0363051965361482	0.0887809555121976	0.0236066765671418	0.0104133352803693	0.329573013273195	0	0.0296175460802277	0.280334351586203	0	0	0	0.001	0.406092495146108	0.913341949612627	1.53973617218237
X3244N	0.0576307229151962	0	0.0100990058796331	0.0532344318507297	0	0.37866521710042	0	0	0	0	0.128923158962983	0	0.0759688092747398	0.0270183354394596	0	0.307135159363216	0	0.0761369560021789	0.25542171511024	0	0	0.00217483584205882	0.001	0.379910866681993	0.925417451019667	1.37240834774086
CHG020047	0.0143407784667624	0	0.0446554006209362	0.123115008859829	0	0.266889341125368	0	0	0	0	0.00851839973185056	0.059286512322793	0.0121560826315984	0.121442115205489	0	0.614713444964171	0	0.0990023497304909	0.392188710267382	0	0	0.00787770629863218	0.001	0.419587773038421	0.907839720236802	1.7641858502253
CHG020051	0.0467640080949564	0	0.0696919653258316	0.0927703855072334	0	0.443633812525265	0	0.00484707891402318	0	0	0.0645771647030954	0.0126091264995913	0.104654630961874	0.0648356994618867	0	0.208607856896678	0	0.0478155808213443	0.395263060913433	0	0	0.0121722747319355	0.001	0.34076005128218	0.944409444215838	1.56824264535715
CHG020057	0.0142778532137966	0	0.0658002540474589	0.140870813132962	0	0.366860544847232	0	0.00704818411891407	0	0	0.0516780121448331	0.0956597636921908	0.0883168164928914	0.0126397320939509	0	0.275775895734837	0	0.0456875219456763	0.280558804230175	0	0	0.0389838831811595	0.00900000000000001	0.263604055094743	0.978391774112808	1.48415807887608
CHG019731	0.0470590041776168	0	0.126640143802837	0.116684061800817	0	0.466349486534685	0	0	0	0	0.0612151396483564	0.0306571437800884	0.0904608652880356	0.0428137604211509	0.00595831812196637	0.375076989648185	0	0.0319069001067689	0.205937814751228	0	0	0	0.001	0.369894196163103	0.929439085584219	1.60075962808173
CHG020060	0.0296110516077786	0	0.150591106905585	0.0588206756319444	0	0.330677910611945	0	0.00787112511713557	0	0	0.0874626367896158	0.00313178975472143	0.0690287620287136	0	0	0.243329873982314	0	0.0279834308346186	0.254094247786991	0	0	0	0.001	0.341734892544781	0.941420746445076	1.26260261105136
CHG020314	0.0401878292656652	0	0.116562835777177	0.136527821307215	0	0.618484239763989	0	0.0350026831613046	0	0	0.105252478663034	0.0224479690681884	0.0710077247492732	0.0126829967136165	0.0760395565373421	0.371637479406736	0	0	0.22039125183474	0	0	0	0.001	0.391489174906636	0.92023656820867	1.82622486624828
