"Gene"	"AIS_vs_Normal"	"MIA_vs_Normal"	"LUAD_vs_Normal"	"MIA_vs_AIS"	"LUAD_vs_AIS"	"LUAD_vs_MIA"
"SLC9A7"	0.505482436758902	0.682286450026113	1.27345656450974	0.176804013267206	0.767974127750832	0.591170114483625
"TIE1"	-1.55906008196333	-1.33865855630563	-2.17769226143465	0.220401525657698	-0.618632179471313	-0.839033705129013
"NGEF"	0.816546661341484	0.873344184736998	2.35712484425416	0.056797523395521	1.54057818291268	1.48378065951716
"ASPM"	0.545156258404964	0.549320271003548	2.41849660251232	0.0041640125985841	1.87334034410736	1.86917633150878
"CLDN18"	-0.294298134554402	-0.72115548123917	-2.4027501568613	-0.426857346684768	-2.10845202230689	-1.68159467562213
"FGFR2"	0.181489107766562	-0.173452798705185	-1.14594880110447	-0.354941906471751	-1.32743790887104	-0.972496002399286
"EML1"	-1.15586217496015	-1.07682521261819	-1.68616353688665	0.0790369623419535	-0.530301361926497	-0.609338324268456
"KIF26A"	-1.63806212381983	-1.42043426451266	-1.91637957934283	0.21762785930717	-0.278317455522996	-0.495945314830165
"KLF6"	-0.533384736821474	-0.736286185733647	-1.0771646200504	-0.202901448912174	-0.543779883228932	-0.340878434316758
"PHKA1"	0.312207615697494	0.406870985227684	1.10311060726732	0.0946633695301987	0.79090299156982	0.696239622039628
"PDZD4"	-1.1912567432735	-0.804854652364524	-1.20542380420461	0.386402090908979	-0.0141670609311106	-0.400569151840084
"HYAL2"	-1.06426003624808	-0.922262250106574	-1.48806114204015	0.141997786141504	-0.423801105792074	-0.565798891933583
"FGFR3"	1.06534044473898	1.14857295651123	0.642299631749405	0.0832325117722427	-0.423040812989575	-0.506273324761818
"PRR11"	0.0704086444396709	0.102642311390282	1.36945353343867	0.0322336669506127	1.299044888999	1.26681122204839
"REEP1"	-0.940707633230656	-0.959522118721277	-1.24266073668169	-0.0188144854906209	-0.301953103451033	-0.283138617960413
"STON1-GTF2A1L"	-2.07836106200256	-1.09663030681741	-1.50770113209184	0.981730755185159	0.570659929910724	-0.411070825274432
"PYGM"	-0.983761697995452	-0.772957530242071	-1.39101144572042	0.21080416775338	-0.40724974772497	-0.618053915478352
"PITX1"	0.199900958994099	0.715489756674574	2.62647687157869	0.515588797680472	2.42657591258458	1.91098711490411
"ABCC9"	-0.884241640720578	-0.827754581879964	-1.24230964915006	0.0564870588406101	-0.358068008429481	-0.414555067270094
"MAOB"	-1.09301365241421	-0.91089011406652	-1.59784667342042	0.182123538347692	-0.504833021006203	-0.686956559353899
"TGFBR3"	-1.43073475524246	-1.08380992909788	-2.24971560646168	0.34692482614459	-0.818980851219214	-1.1659056773638
"PLA2G10"	1.41302731079957	1.34614435415894	1.1384978198346	-0.0668829566406262	-0.274529490964963	-0.207646534324337
"GUCY2C"	0.0936591072142488	1.65553799482236	1.71665473993	1.56187888760812	1.62299563271575	0.0611167451076358
"FGF10"	-1.75461768770539	-1.34088848575031	-2.7984559223795	0.413729201955078	-1.04383823467412	-1.45756743662919
"FSTL3"	-0.844724799569536	-0.586171628803048	-1.03904459808014	0.258553170766488	-0.194319798510599	-0.452872969277087
"ST6GALNAC1"	1.95276989165932	2.43922597272625	2.45103154113359	0.486456081066932	0.498261649474266	0.0118055684073355
"FRMPD1"	-1.10525737510205	-0.526837720247669	-1.35551536654823	0.578419654854386	-0.250257991446183	-0.828677646300566
"CNGB1"	2.84756950467336	3.13744973187714	3.72444564686117	0.289880227203773	0.876876142187817	0.586995914984042
"PTPN21"	-1.39469403027957	-1.18571662774613	-1.65447805688956	0.208977402533442	-0.259784026609997	-0.468761429143434
"CAMK2A"	-1.33305347963849	-1.15735911136833	-1.97816982492276	0.175694368270159	-0.645116345284267	-0.820810713554427
"EPHA8"	1.7004397181411	-2.16231289007509e-14	2.18160680648996	-1.70043971814112	0.481167088348862	2.18160680648998
"LMCD1"	-1.08543417764698	-0.712389642845395	-1.30851432482184	0.373044534801586	-0.22308014717486	-0.596124681976447
"TRIP13"	0.136850868212504	0.205732940134409	2.03728391890863	0.0688820719219105	1.90043305069612	1.83155097877422
"MYO3B"	0.615183799892071	1.71266589160262	2.56872542277879	1.09748209171055	1.95354162288671	0.85605953117617
"CYBRD1"	-0.698869129198867	-0.63535879090525	-1.0830390065806	0.063510338293617	-0.384169877381731	-0.447680215675347
"CDH19"	-1.2132647052306	-1.29138139514661	-1.6703523833996	-0.0781166899160077	-0.457087678169007	-0.378970988253
"SPP2"	4.60733031374967	1.91794578411754	4.58386246632491	-2.68938452963213	-0.0234678474247685	2.66591668220736
"LIMS2"	-1.83350101226001	-1.44366261417378	-2.57100440720314	0.389838398086232	-0.737503394943122	-1.12734179302936
"HMMR"	1.10675276004686	0.612921300905146	1.96151678462366	-0.49383145914172	0.854764024576793	1.34859548371851
"TRHDE"	-1.29718271833921	-0.960156619166992	-2.35812385174565	0.337026099172221	-1.06094113340644	-1.39796723257866
"MCM2"	0.394527447766346	0.408091347208498	1.30025825216587	0.0135638994421436	0.905730804399528	0.892166904957378
"PANX2"	1.31061142655888	1.21757985152691	1.60306008865018	-0.0930315750319618	0.292448662091301	0.385480237123266
"TP63"	1.88012535529168	2.388899694411	1.71579295178509	0.508774339119324	-0.164332403506585	-0.673106742625904
"GSDMB"	0.88077558126162	0.922853074500313	1.26626460369273	0.0420774932386964	0.385489022431121	0.343411529192419
"ADAM11"	-1.04848437701869	-0.539365634281043	-0.863160950522934	0.509118742737646	0.185323426495762	-0.32379531624189
"FERMT2"	-0.837526291145939	-0.733250870271505	-1.051492412284	0.104275420874432	-0.213966121138067	-0.3182415420125
"CD5L"	-3.12282300211183	-2.96086959262149	-4.01008615346281	0.161953409490355	-0.887263151350976	-1.04921656084133
"MAP3K13"	0.917851913294404	0.919623935474186	1.2330770573786	0.00177202217978028	0.315225144084198	0.313453121904419
"TBX21"	-1.17870439075429	-1.1829946358667	-1.3962952298196	-0.0042902451124052	-0.217590839065303	-0.213300593952898
"FRY"	-0.567247990664537	-0.615336972650808	-1.20361198694215	-0.0480889819862713	-0.636363996277616	-0.588275014291345
"PPP2R2C"	0.563822529954807	0.705390555837373	2.06776669895175	0.141568025882566	1.50394416899695	1.36237614311439
"NUAK1"	-1.01656293033716	-0.805547590175817	-0.830694109422377	0.211015340161334	0.185868820914776	-0.0251465192465594
"ENO1"	0.765501192109081	0.726273412032525	1.44736865673092	-0.0392277800765618	0.681867464621835	0.721095244698401
"GTSE1"	0.704953476386527	0.464809870091983	2.07010768520887	-0.240143606294546	1.36515420882233	1.60529781511688
"CACNG4"	-2.05564993740224	-1.3009761333854	-0.798762240222344	0.754673804016842	1.25688769717989	0.502213893163047
"WDR62"	0.980719526409711	0.995115391615324	2.09666377040387	0.0143958652056155	1.11594424399416	1.10154837878855
"RGS11"	-0.90062547070464	-0.471361662499425	-1.08949113413948	0.429263808205212	-0.188865663434839	-0.618129471640053
"SPAG5"	0.599842460079571	0.587128717660954	1.70323423412286	-0.0127137424186142	1.1033917740433	1.11610551646191
"ACACB"	-0.957097336226974	-0.659217387446215	-1.38601431621525	0.297879948780754	-0.428916979988272	-0.726796928769033
"TRAF4"	1.00155196008991	1.06283761209934	1.22147533669902	0.0612856520094303	0.219923376609106	0.158637724599685
"MCAM"	-1.58580823489249	-1.34023491807088	-1.47988740868073	0.245573316821617	0.105920826211754	-0.139652490609852
"GPC4"	1.35078699841692	1.10837985843434	1.02608368561423	-0.242407139982581	-0.324703312802687	-0.0822961728201048
"CAMSAP3"	1.02377959026303	0.731997112044104	0.503914547179272	-0.291782478218929	-0.519865043083757	-0.228082564864825
"RAP1GAP"	1.90557836245453	1.90472905757082	1.60385664534132	-0.000849304883718625	-0.30172171711321	-0.300872412229493
"CTTNBP2"	-0.859212803243898	-0.883117395062646	-1.32063068445135	-0.0239045918187487	-0.461417881207456	-0.437513289388708
"UBE2T"	1.18627024708193	0.709141425585001	1.75518301435388	-0.477128821496922	0.568912767271964	1.04604158876888
"ACTN2"	-1.20874468614819	-0.700891293446606	-2.03322717431914	0.50785339270158	-0.824482488170948	-1.33233588087253
"NAALAD2"	-0.644361028680915	-0.532784890323605	-1.07220024198782	0.111576138357315	-0.427839213306905	-0.539415351664216
"SMC1B"	-0.175372832571159	1.14048926161684	2.94829082815819	1.315862094188	3.12366366072934	1.80780156654135
"FBLN1"	-1.62688030585483	-1.49439361966807	-1.91260893783873	0.132486686186771	-0.285728631983894	-0.41821531817066
"ITGA8"	-1.01466323817206	-0.902188508913646	-1.53840062684391	0.112474729258411	-0.523737388671854	-0.636212117930267
"MAP2"	-1.03880078026204	-0.747452171619649	-0.669344105822908	0.291348608642392	0.369456674439133	0.0781080657967399
"LAMP3"	0.00235897028211661	-0.450836191475355	-1.49390114884255	-0.453195161757475	-1.49626011912467	-1.0430649573672
"FAP"	0.715691803606729	1.05398200411086	2.20154452476671	0.338290200504139	1.48585272115998	1.14756252065585
"NEBL"	-0.377110275294472	-0.752973015106027	-1.27151469565361	-0.375862739811555	-0.894404420359135	-0.51854168054758
"EDN1"	-1.19632299578637	-1.10912469172627	-1.66880704132382	0.0871983040600999	-0.47248404553746	-0.559682349597561
